Entity,Code,Year,"Health expenditure, public (% of government expenditure) (% of government expenditure)"
Grenada,GRD,2009,10.97544202
Grenada,GRD,2010,10.97839396
Grenada,GRD,2011,10.56277802
Grenada,GRD,2012,11.42228229
Grenada,GRD,2013,9.80811604
Grenada,GRD,2014,9.21308531
Guatemala,GTM,1995,14.95739934
Guatemala,GTM,1996,14.94397756
Guatemala,GTM,1997,15.05052451
Guatemala,GTM,1998,13.14115951
Guatemala,GTM,1999,12.78756068
Guatemala,GTM,2000,14.41523293
Guatemala,GTM,2001,14.34955846
Guatemala,GTM,2002,14.70055695
Guatemala,GTM,2003,14.22313457
Guatemala,GTM,2004,15.39751279
Guatemala,GTM,2005,14.93828001
Guatemala,GTM,2006,15.06445348
Guatemala,GTM,2007,15.03424651
Guatemala,GTM,2008,16.0885179
Guatemala,GTM,2009,16.9009719
Guatemala,GTM,2010,15.68842497
Guatemala,GTM,2011,14.36330149
Guatemala,GTM,2012,14.68703536
Guatemala,GTM,2013,16.85986748
Guatemala,GTM,2014,17.82988741
Guinea,GIN,1995,7.04436544
Guinea,GIN,1996,4.67322177
Guinea,GIN,1997,4.30169053
Guinea,GIN,1998,6.42162374
Guinea,GIN,1999,6.42162374
Guinea,GIN,2000,6.42162374
Guinea,GIN,2001,6.29502604
Guinea,GIN,2002,6.61430793
Guinea,GIN,2003,6.4389737
Guinea,GIN,2004,4.90110641
Guinea,GIN,2005,3.28508214
Guinea,GIN,2006,3.49798008
Guinea,GIN,2007,2.82764532
Guinea,GIN,2008,4.49540452
Guinea,GIN,2009,5.68731922
Guinea,GIN,2010,6.77798484
Guinea,GIN,2011,9.20472719
Guinea,GIN,2012,8.03499368
Guinea,GIN,2013,9.49268407
Guinea,GIN,2014,8.99599526
Guinea-Bissau,GNB,1995,9.1782964
Guinea-Bissau,GNB,1996,6.14579465
Guinea-Bissau,GNB,1997,5.06020368
Guinea-Bissau,GNB,1998,8.90140883
Guinea-Bissau,GNB,1999,4.64623453
Guinea-Bissau,GNB,2000,2.25332722
Guinea-Bissau,GNB,2001,2.20292536
Guinea-Bissau,GNB,2002,7.67473981
Guinea-Bissau,GNB,2003,6.90590182
Guinea-Bissau,GNB,2004,3.4374051
Guinea-Bissau,GNB,2005,5.02029739
Guinea-Bissau,GNB,2006,5.14377009
Guinea-Bissau,GNB,2007,6.45398911
Guinea-Bissau,GNB,2008,4.84681755
Guinea-Bissau,GNB,2009,8.66292336
Guinea-Bissau,GNB,2010,9.07834844
Guinea-Bissau,GNB,2011,5.83547674
Guinea-Bissau,GNB,2012,10.39683595
Guinea-Bissau,GNB,2013,13.32170805
Guinea-Bissau,GNB,2014,7.78711165
Guyana,GUY,1995,10.30753719
Guyana,GUY,1996,10.09689299
Guyana,GUY,1997,10.2387934
Guyana,GUY,1998,10.76509896
Guyana,GUY,1999,10.67975
Guyana,GUY,2000,10.76508617
Guyana,GUY,2001,10.67956509
Guyana,GUY,2002,11.29278164
Guyana,GUY,2003,10.66942764
Guyana,GUY,2004,10.22095146
Guyana,GUY,2005,8.0849403
Guyana,GUY,2006,8.76744941
Guyana,GUY,2007,15.59086723
Guyana,GUY,2008,19.14959819
Guyana,GUY,2009,17.18480809
Guyana,GUY,2010,14.71599512
Guyana,GUY,2011,15.59427421
Guyana,GUY,2012,13.14109634
Guyana,GUY,2013,8.77040591
Guyana,GUY,2014,9.44736498
Haiti,HTI,1995,23.58080965
Haiti,HTI,1996,20.30651823
Haiti,HTI,1997,20.20312684
Haiti,HTI,1998,16.82168374
Haiti,HTI,1999,14.86231802
Haiti,HTI,2000,16.00599457
Haiti,HTI,2001,14.69321225
Haiti,HTI,2002,12.78667781
Haiti,HTI,2003,13.41782778
Haiti,HTI,2004,16.59683777
Haiti,HTI,2005,8.19331442
Haiti,HTI,2006,12.60623096
Haiti,HTI,2007,9.21972111
Haiti,HTI,2008,9.45834681
Haiti,HTI,2009,6.1763866
Haiti,HTI,2010,5.48087477
Haiti,HTI,2011,5.48087477
Haiti,HTI,2012,3.44225018
Haiti,HTI,2013,6.13942346
Haiti,HTI,2014,6.13942346
Heavily indebted poor countries (HIPC),,2009,13.2692273489243
Heavily indebted poor countries (HIPC),,2010,13.6490965969695
High income,,1995,13.5906282005893
High income,,1996,13.9599709476978
High income,,1997,14.3391613062896
High income,,1998,14.5221319712416
High income,,1999,14.68524347014
High income,,2000,15.1757380941972
High income,,2001,15.4219750594186
High income,,2002,15.7247355236303
High income,,2003,15.7960249348708
High income,,2004,16.1128932530457
High income,,2005,16.3268914840309
High income,,2006,16.6221001774241
High income,,2007,16.6230788697003
High income,,2008,16.6066631581058
High income,,2009,16.7726162226043
High income,,2010,16.8841686546616
High income,,2011,17.2532927554728
High income,,2012,17.4193291855955
High income,,2013,17.7333058047019
High income,,2014,17.8929492712655
Honduras,HND,1995,11.43066128
Honduras,HND,1996,9.56896271
Honduras,HND,1997,9.33306395
Honduras,HND,1998,11.54581562
Honduras,HND,1999,9.78321224
Honduras,HND,2000,15.2573913
Honduras,HND,2001,13.53968225
Honduras,HND,2002,13.67338943
Honduras,HND,2003,16.79804205
Honduras,HND,2004,15.45636672
Honduras,HND,2005,15.52516137
Honduras,HND,2006,13.42208907
Honduras,HND,2007,13.96953084
Honduras,HND,2008,13.23855228
Honduras,HND,2009,15.76088151
Honduras,HND,2010,15.62753324
Honduras,HND,2011,15.12734389
Honduras,HND,2012,16.69053405
Honduras,HND,2013,14.58942374
Honduras,HND,2014,15.40435806
Hungary,HUN,1995,11.01654953
Hungary,HUN,1996,11.24888449
Hungary,HUN,1997,11.11550868
Hungary,HUN,1998,10.48046077
Hungary,HUN,1999,10.76805812
Hungary,HUN,2000,10.62900704
Hungary,HUN,2001,10.44167146
Hungary,HUN,2002,10.34789191
Hungary,HUN,2003,12.26640914
Hungary,HUN,2004,11.66115464
Hungary,HUN,2005,11.80429493
Hungary,HUN,2006,11.04050768
Hungary,HUN,2007,10.18236385
Hungary,HUN,2008,10.16232514
Hungary,HUN,2009,9.87601179
Hungary,HUN,2010,10.45022015
Hungary,HUN,2011,10.23280466
Hungary,HUN,2012,10.28327255
Hungary,HUN,2013,10.1389949
Hungary,HUN,2014,10.1389949
IDA blend,,2003,5.30221089285363
IDA blend,,2004,6.46841718651755
IDA blend,,2005,5.99032967223313
IDA blend,,2006,6.55759848047519
IDA blend,,2007,6.35958908249768
IDA blend,,2008,5.8033927191127
IDA blend,,2009,5.97867193363969
IDA blend,,2010,5.632592687519
IDA blend,,2011,6.62381587337764
IDA blend,,2012,6.90374955216561
IDA blend,,2013,6.61574581093365
IDA only,,2009,12.3839570533339
IDA only,,2010,12.7660106209848
IDA only,,2011,11.9011199785118
IDA total,,2004,8.38708850326658
IDA total,,2006,8.41340443111837
IDA total,,2007,8.36863246161015
IDA total,,2008,8.06550463828725
IDA total,,2009,9.2771992975435
IDA total,,2010,9.26182557447966
IDA total,,2011,9.3015935396349
Iceland,ISL,1995,16.12742671
Iceland,ISL,1996,16.10243203
Iceland,ISL,1997,16.32990596
Iceland,ISL,1998,17.26099197
Iceland,ISL,1999,18.70440291
Iceland,ISL,2000,18.25776395
Iceland,ISL,2001,17.66386737
Iceland,ISL,2002,18.58521773
Iceland,ISL,2003,18.38960804
Iceland,ISL,2004,18.13194036
Iceland,ISL,2005,18.0889354
Iceland,ISL,2006,17.86540797
Iceland,ISL,2007,17.61811743
Iceland,ISL,2008,13.06911405
Iceland,ISL,2009,15.41231279
Iceland,ISL,2010,14.40564569
Iceland,ISL,2011,15.25241467
Iceland,ISL,2012,15.38332209
Iceland,ISL,2013,15.98721792
Iceland,ISL,2014,15.72585167
India,IND,1995,4.52014824
India,IND,1996,4.42679532
India,IND,1997,4.59741428
India,IND,1998,4.59563048
India,IND,1999,4.52503679
India,IND,2000,4.38714412
India,IND,2001,4.25354251
India,IND,2002,3.82039385
India,IND,2003,3.60425477
India,IND,2004,4.03832739
India,IND,2005,4.50839964
India,IND,2006,4.39922564
India,IND,2007,4.42518742
India,IND,2008,4.34361163
India,IND,2009,4.36884071
India,IND,2010,4.2912175
India,IND,2011,4.42150035
India,IND,2012,4.48916295
India,IND,2013,4.65673641
India,IND,2014,5.04773107
Indonesia,IDN,1995,4.92798563
Indonesia,IDN,1996,5.22690799
Indonesia,IDN,1997,3.67348262
Indonesia,IDN,1998,3.88639724
Indonesia,IDN,1999,4.22366378
Indonesia,IDN,2000,4.35404996
Indonesia,IDN,2001,4.54123484
Indonesia,IDN,2002,4.80198481
Indonesia,IDN,2003,5.13602596
Indonesia,IDN,2004,4.81992562
Indonesia,IDN,2005,4.23545453
Indonesia,IDN,2006,4.53665671
Indonesia,IDN,2007,5.5296502
Indonesia,IDN,2008,4.73966351
Indonesia,IDN,2009,5.58445321
Indonesia,IDN,2010,6.11740868
Indonesia,IDN,2011,5.82675601
Indonesia,IDN,2012,6.09337672
Indonesia,IDN,2013,6.02900479
Indonesia,IDN,2014,5.73006505
Iran,IRN,1995,6.19932967
Iran,IRN,1996,7.45428953
Iran,IRN,1997,8.46052689
Iran,IRN,1998,9.71642741
Iran,IRN,1999,9.16432211
Iran,IRN,2000,10.60745991
Iran,IRN,2001,11.87777443
Iran,IRN,2002,9.90751418
Iran,IRN,2003,10.71814189
Iran,IRN,2004,11.06638222
Iran,IRN,2005,9.55435014
Iran,IRN,2006,10.15977165
Iran,IRN,2007,11.37091573
Iran,IRN,2008,10.06964177
Iran,IRN,2009,12.8322075
Iran,IRN,2010,12.65274276
Iran,IRN,2011,12.72739096
Iran,IRN,2012,17.53158028
Iran,IRN,2013,17.53158028
Iran,IRN,2014,17.53158028
Iraq,IRQ,2003,1.69323064
Iraq,IRQ,2004,3.16640353
Iraq,IRQ,2005,3.19772344
Iraq,IRQ,2006,3.20037553
Iraq,IRQ,2007,4.68982682
Iraq,IRQ,2008,4.24575238
Iraq,IRQ,2009,4.96854308
Iraq,IRQ,2010,4.81591164
Iraq,IRQ,2011,4.87188757
Iraq,IRQ,2012,6.46038337
Iraq,IRQ,2013,6.46038337
Iraq,IRQ,2014,6.46038337
Ireland,IRL,1995,11.43653616
Ireland,IRL,1996,11.6439523
Ireland,IRL,1997,12.72220423
Ireland,IRL,1998,12.99033102
Ireland,IRL,1999,13.1342278
Ireland,IRL,2000,14.46313097
Ireland,IRL,2001,15.10872884
Ireland,IRL,2002,15.64767577
Ireland,IRL,2003,16.40354896
Ireland,IRL,2004,16.88216864
Ireland,IRL,2005,16.53845137
Ireland,IRL,2006,16.0790809
Ireland,IRL,2007,15.96424552
Ireland,IRL,2008,15.5607276
Ireland,IRL,2009,14.65886862
Ireland,IRL,2010,9.29384899
Ireland,IRL,2011,12.14805153
Ireland,IRL,2012,13.44324909
Ireland,IRL,2013,13.44324909
Ireland,IRL,2014,13.44324909
Israel,ISR,1995,9.79607017
Israel,ISR,1996,10.14818688
Israel,ISR,1997,10.37261372
Israel,ISR,1998,9.19651348
Israel,ISR,1999,9.13349477
Israel,ISR,2000,9.28964979
Israel,ISR,2001,9.43486172
Israel,ISR,2002,9.22950675
Israel,ISR,2003,9.1448002
Israel,ISR,2004,9.52848999
Israel,ISR,2005,9.60881908
Israel,ISR,2006,10.53208816
Israel,ISR,2007,10.67554019
Israel,ISR,2008,10.59330686
Israel,ISR,2009,10.83466235
Israel,ISR,2010,11.17887416
Israel,ISR,2011,11.26701653
Israel,ISR,2012,11.76268565
Israel,ISR,2013,11.76268565
Israel,ISR,2014,11.56967868
Italy,ITA,1995,9.69551045
Italy,ITA,1996,9.84960029
Italy,ITA,1997,10.65676436
Italy,ITA,1998,10.97507889
Italy,ITA,1999,11.37232437
Italy,ITA,2000,12.54325244
Italy,ITA,2001,12.57529852
Italy,ITA,2002,12.99406495
Italy,ITA,2003,12.85448809
Italy,ITA,2004,13.7017661
Italy,ITA,2005,14.09979852
Italy,ITA,2006,14.16494471
Italy,ITA,2007,13.87202955
Italy,ITA,2008,14.30039044
Italy,ITA,2009,14.17603189
Italy,ITA,2010,14.55601166
Italy,ITA,2011,14.19287095
Italy,ITA,2012,13.77259868
Italy,ITA,2013,13.65742359
Italy,ITA,2014,13.65207191
Jamaica,JAM,1995,5.59562979
Jamaica,JAM,1996,6.04500109
Jamaica,JAM,1997,7.71517272
Jamaica,JAM,1998,8.37941331
Jamaica,JAM,1999,6.46930461
Jamaica,JAM,2000,7.37318815
Jamaica,JAM,2001,4.71704985
Jamaica,JAM,2002,5.86782627
Jamaica,JAM,2003,4.4945304
Jamaica,JAM,2004,5.1677114
Jamaica,JAM,2005,3.52444677
Jamaica,JAM,2006,4.4965148
Jamaica,JAM,2007,5.53711929
Jamaica,JAM,2008,6.44701905
Jamaica,JAM,2009,5.49192244
Jamaica,JAM,2010,8.4728926
Jamaica,JAM,2011,6.46004895
Jamaica,JAM,2012,7.13426811
Jamaica,JAM,2013,9.71888518
Jamaica,JAM,2014,8.0754906
Japan,JPN,1995,14.99313024
Japan,JPN,1996,14.46171595
Japan,JPN,1997,15.25071588
Japan,JPN,1998,15.45913996
Japan,JPN,1999,15.17577224
Japan,JPN,2000,15.37760832
Japan,JPN,2001,16.20672284
Japan,JPN,2002,16.25761701
Japan,JPN,2003,16.5942932
Japan,JPN,2004,17.89573112
Japan,JPN,2005,18.26592321
Japan,JPN,2006,18.34510749
Japan,JPN,2007,18.70560153
Japan,JPN,2008,18.59154817
Japan,JPN,2009,18.52104508
Japan,JPN,2010,19.35960855
Japan,JPN,2011,19.71636486
Japan,JPN,2012,20.04513562
Japan,JPN,2013,20.12174712
Japan,JPN,2014,20.28215968
Jordan,JOR,1995,14.75382018
Jordan,JOR,1996,14.74191217
Jordan,JOR,1997,14.80003027
Jordan,JOR,1998,14.74246703
Jordan,JOR,1999,14.80439075
Jordan,JOR,2000,13.71078814
Jordan,JOR,2001,14.39388773
Jordan,JOR,2002,14.30358566
Jordan,JOR,2003,12.10516279
Jordan,JOR,2004,12.43907617
Jordan,JOR,2005,12.2566371
Jordan,JOR,2006,12.34711011
Jordan,JOR,2007,13.50867761
Jordan,JOR,2008,15.81248335
Jordan,JOR,2009,19.1484318
Jordan,JOR,2010,19.45968616
Jordan,JOR,2011,17.7788851
Jordan,JOR,2012,17.46491791
Jordan,JOR,2013,13.69326129
Jordan,JOR,2014,13.6752807
Kazakhstan,KAZ,1995,11.51014448
Kazakhstan,KAZ,1996,13.95046803
Kazakhstan,KAZ,1997,14.6862413
Kazakhstan,KAZ,1998,14.20498145
Kazakhstan,KAZ,1999,9.88471392
Kazakhstan,KAZ,2000,9.15282392
Kazakhstan,KAZ,2001,8.41232227
Kazakhstan,KAZ,2002,8.75089906
Kazakhstan,KAZ,2003,8.74270657
Kazakhstan,KAZ,2004,10.17525306
Kazakhstan,KAZ,2005,9.32793996
Kazakhstan,KAZ,2006,10.43691404
Kazakhstan,KAZ,2007,7.38153568
Kazakhstan,KAZ,2008,8.31591492
Kazakhstan,KAZ,2009,11.27785905
Kazakhstan,KAZ,2010,11.42313318
Kazakhstan,KAZ,2011,10.54495128
Kazakhstan,KAZ,2012,10.90237004
Kazakhstan,KAZ,2013,10.90237004
Kazakhstan,KAZ,2014,10.90237004
Kenya,KEN,1995,6.44624896
Kenya,KEN,1996,7.26655926
Kenya,KEN,1997,6.84744127
Kenya,KEN,1998,8.85831673
Kenya,KEN,1999,8.28836829
Kenya,KEN,2000,10.55287957
Kenya,KEN,2001,9.20629579
Kenya,KEN,2002,8.2667346
Kenya,KEN,2003,8.20835835
Kenya,KEN,2004,7.9109569
Kenya,KEN,2005,7.61106539
Kenya,KEN,2006,7.53954313
Kenya,KEN,2007,7.13061094
Kenya,KEN,2008,6.06206637
Kenya,KEN,2009,7.06544528
Kenya,KEN,2010,5.85072607
Kenya,KEN,2011,11.10961256
Kenya,KEN,2012,13.35301606
Kenya,KEN,2013,13.05253545
Kenya,KEN,2014,12.80118836
Kiribati,KIR,1995,10.890625
Kiribati,KIR,1996,10.74647887
Kiribati,KIR,1997,10.87012987
Kiribati,KIR,1998,7.98876404
Kiribati,KIR,1999,9.93548387
Kiribati,KIR,2000,10.38823529
Kiribati,KIR,2001,8.15748031
Kiribati,KIR,2002,8.56390977
Kiribati,KIR,2003,10.528
Kiribati,KIR,2004,9.3537415
Kiribati,KIR,2005,9.1958042
Kiribati,KIR,2006,10.57723577
Kiribati,KIR,2007,13.09307266
Kiribati,KIR,2008,11.858415
Kiribati,KIR,2009,12.51449407
Kiribati,KIR,2010,10.22142857
Kiribati,KIR,2011,10.07746479
Kiribati,KIR,2012,8.36309524
Kiribati,KIR,2013,7.96
Kiribati,KIR,2014,5.81
Kuwait,KWT,1995,5.64143147
Kuwait,KWT,1996,6.18370653
Kuwait,KWT,1997,6.75757274
Kuwait,KWT,1998,6.74000486
Kuwait,KWT,1999,6.48254431
Kuwait,KWT,2000,5.21732861
Kuwait,KWT,2001,6.8441663
Kuwait,KWT,2002,6.79614592
Kuwait,KWT,2003,7.00149593
Kuwait,KWT,2004,6.42538808
Kuwait,KWT,2005,6.75053504
Kuwait,KWT,2006,5.72229665
Kuwait,KWT,2007,5.57651137
Kuwait,KWT,2008,3.74164532
Kuwait,KWT,2009,7.98880945
Kuwait,KWT,2010,5.21545319
Kuwait,KWT,2011,5.76990192
Kuwait,KWT,2012,5.76990192
Kuwait,KWT,2013,5.76990192
Kuwait,KWT,2014,5.76990192
Kyrgyzstan,KGZ,1995,10.71091136
Kyrgyzstan,KGZ,1996,11.3266677
Kyrgyzstan,KGZ,1997,11.74002942
Kyrgyzstan,KGZ,1998,11.88210199
Kyrgyzstan,KGZ,1999,12.13751258
Kyrgyzstan,KGZ,2000,11.9691905
Kyrgyzstan,KGZ,2001,11.86957905
Kyrgyzstan,KGZ,2002,10.66450717
Kyrgyzstan,KGZ,2003,10.21346903
Kyrgyzstan,KGZ,2004,11.39321944
Kyrgyzstan,KGZ,2005,11.92432373
Kyrgyzstan,KGZ,2006,14.74129314
Kyrgyzstan,KGZ,2007,13.96844342
Kyrgyzstan,KGZ,2008,13.05960206
Kyrgyzstan,KGZ,2009,12.99204137
Kyrgyzstan,KGZ,2010,11.88696911
Kyrgyzstan,KGZ,2011,11.56241533
Kyrgyzstan,KGZ,2012,12.15141399
Kyrgyzstan,KGZ,2013,13.22084977
Kyrgyzstan,KGZ,2014,11.91937948
Laos,LAO,1995,7.6070234
Laos,LAO,1996,8.62463539
Laos,LAO,1997,11.33220895
Laos,LAO,1998,9.14945026
Laos,LAO,1999,6.29409371
Laos,LAO,2000,5.17434114
Laos,LAO,2001,5.10413752
Laos,LAO,2002,6.21098731
Laos,LAO,2003,6.49155867
Laos,LAO,2004,5.42024508
Laos,LAO,2005,4.14984285
Laos,LAO,2006,6.95040549
Laos,LAO,2007,5.79363759
Laos,LAO,2008,5.95807731
Laos,LAO,2009,8.78893153
Laos,LAO,2010,5.22265078
Laos,LAO,2011,3.61323754
Laos,LAO,2012,3.44296158
Laos,LAO,2013,3.44296158
Laos,LAO,2014,3.44296158
Latin America & Caribbean,,1997,9.3027020350011
Latin America & Caribbean,,1998,9.80178045574229
Latin America & Caribbean,,1999,10.6362452063123
Latin America & Caribbean,,2000,10.0033712501353
Latin America & Caribbean,,2003,9.19804666196425
Latin America & Caribbean (IDA & IBRD),,1997,9.29260470181683
Latin America & Caribbean (IDA & IBRD),,1998,9.79312105143275
Latin America & Caribbean (IDA & IBRD),,1999,10.6264579564889
Latin America & Caribbean (IDA & IBRD),,2000,9.99229227962512
Latin America & Caribbean (IDA & IBRD),,2003,9.17015754428007
Latin America & Caribbean (excluding high income),,1997,9.14585286634539
Latin America & Caribbean (excluding high income),,1998,9.65850998317299
Latin America & Caribbean (excluding high income),,1999,10.51936404405
Latin America & Caribbean (excluding high income),,2000,9.79687503835192
Latvia,LVA,1995,9.940488
Latvia,LVA,1996,9.51392493
Latvia,LVA,1997,9.56854716
Latvia,LVA,1998,9.28074246
Latvia,LVA,1999,8.95555804
Latvia,LVA,2000,8.68143638
Latvia,LVA,2001,9.03247257
Latvia,LVA,2002,9.11084044
Latvia,LVA,2003,9.30922828
Latvia,LVA,2004,10.26265114
Latvia,LVA,2005,10.14995285
Latvia,LVA,2006,11.37362075
Latvia,LVA,2007,11.83810092
Latvia,LVA,2008,10.55233842
Latvia,LVA,2009,9.31161691
Latvia,LVA,2010,9.07618018
Latvia,LVA,2011,10.08457049
Latvia,LVA,2012,9.80509388
Latvia,LVA,2013,9.80509388
Latvia,LVA,2014,9.80509388
Least developed countries: UN classification,,2009,10.1315723281163
Least developed countries: UN classification,,2010,10.3368298806004
Least developed countries: UN classification,,2011,9.38578041184708
Lebanon,LBN,1995,13.82510025
Lebanon,LBN,1996,11.60816219
Lebanon,LBN,1997,12.6523133
Lebanon,LBN,1998,9.18982307
Lebanon,LBN,1999,8.38680094
Lebanon,LBN,2000,7.58453104
Lebanon,LBN,2001,9.72178735
Lebanon,LBN,2002,10.29319179
Lebanon,LBN,2003,9.72850301
Lebanon,LBN,2004,11.04095133
Lebanon,LBN,2005,11.7990468
Lebanon,LBN,2006,9.94847586
Lebanon,LBN,2007,10.45103958
Lebanon,LBN,2008,9.07177623
Lebanon,LBN,2009,9.66311136
Lebanon,LBN,2010,9.18652058
Lebanon,LBN,2011,9.55777038
Lebanon,LBN,2012,10.72474485
Lebanon,LBN,2013,10.72474485
Lebanon,LBN,2014,10.72474485
Lesotho,LSO,1995,6.39400922
Lesotho,LSO,1996,6.31228548
Lesotho,LSO,1997,5.05606503
Lesotho,LSO,1998,6.00581858
Lesotho,LSO,1999,5.89028068
Lesotho,LSO,2000,6.28777838
Lesotho,LSO,2001,8.80729843
Lesotho,LSO,2002,7.38424933
Lesotho,LSO,2003,8.32996625
Lesotho,LSO,2004,8.69083864
Lesotho,LSO,2005,6.71485195
Lesotho,LSO,2006,7.76923077
Lesotho,LSO,2007,10
Lesotho,LSO,2008,9.83493976
Lesotho,LSO,2009,11.03478261
Lesotho,LSO,2010,13.20408163
Lesotho,LSO,2011,14.47826087
Lesotho,LSO,2012,13.12222222
Lesotho,LSO,2013,12.82058824
Lesotho,LSO,2014,13.08214286
Liberia,LBR,1998,6.90291721
Liberia,LBR,1999,6.70156574
Liberia,LBR,2000,6.65229157
Liberia,LBR,2001,9.59930458
Liberia,LBR,2002,5.87556836
Liberia,LBR,2003,7.30882718
Liberia,LBR,2004,11.95011571
Liberia,LBR,2005,13.284539
Liberia,LBR,2006,8.83047737
Liberia,LBR,2007,17.25022604
Liberia,LBR,2008,17.21096138
Liberia,LBR,2009,16.61061889
Liberia,LBR,2010,12.80275475
Liberia,LBR,2011,15.91986014
Liberia,LBR,2012,11.57961378
Liberia,LBR,2013,9.91608082
Liberia,LBR,2014,11.86425744
Libya,LBY,1995,5.54717794
Libya,LBY,1996,5.54717794
Libya,LBY,1997,5.54717794
Libya,LBY,1998,5.54717794
Libya,LBY,1999,5.54717794
Libya,LBY,2000,6.03982069
Libya,LBY,2001,5.78298683
Libya,LBY,2002,7.75643208
Libya,LBY,2003,6.30860008
Libya,LBY,2004,5.42119866
Libya,LBY,2005,5.78062486
Libya,LBY,2006,5.27548711
Libya,LBY,2007,4.81507197
Libya,LBY,2008,3.70380054
Libya,LBY,2009,4.09074219
Libya,LBY,2010,4.33415097
Libya,LBY,2011,6.42166824
Libya,LBY,2012,7.9391271
Libya,LBY,2013,4.9278207
Libya,LBY,2014,4.9278207
Lithuania,LTU,1995,11.57447359
Lithuania,LTU,1996,10.80609382
Lithuania,LTU,1997,8.28493086
Lithuania,LTU,1998,11.22315058
Lithuania,LTU,1999,11.37415907
Lithuania,LTU,2000,11.31780573
Lithuania,LTU,2001,12.1368632
Lithuania,LTU,2002,13.54726355
Lithuania,LTU,2003,14.58177515
Lithuania,LTU,2004,11.27593563
Lithuania,LTU,2005,11.62183701
Lithuania,LTU,2006,12.59564294
Lithuania,LTU,2007,12.86237951
Lithuania,LTU,2008,12.62154685
Lithuania,LTU,2009,12.22309434
Lithuania,LTU,2010,11.88339255
Lithuania,LTU,2011,12.25268725
Lithuania,LTU,2012,12.05943164
Lithuania,LTU,2013,12.52527772
Lithuania,LTU,2014,13.36456215
Low income,,2009,13.2641609631543
Low income,,2010,14.0179873622887
Lower middle income,,1995,5.35976467408272
Lower middle income,,1996,5.47880703676125
Lower middle income,,1997,5.34580667454093
Lower middle income,,1998,6.50193559049906
Lower middle income,,1999,6.58348179104626
Lower middle income,,2001,6.43336845945865
Lower middle income,,2002,6.02701464577893
Lower middle income,,2003,6.11837105205365
Lower middle income,,2004,6.45445628226866
Lower middle income,,2005,6.88103322289944
Lower middle income,,2006,7.16859241441765
Lower middle income,,2007,7.07401550656537
Lower middle income,,2008,6.54474391808143
Lower middle income,,2009,6.77852114605632
Lower middle income,,2010,6.72704379792517
Lower middle income,,2011,6.8367754609728
Lower middle income,,2012,6.91043585723164
Lower middle income,,2013,6.91331114646044
Luxembourg,LUX,1995,12.96586
Luxembourg,LUX,1996,12.75297848
Luxembourg,LUX,1997,12.72503932
Luxembourg,LUX,1998,12.75576565
Luxembourg,LUX,1999,13.3494149
Luxembourg,LUX,2000,16.92091994
Luxembourg,LUX,2001,16.35453436
Luxembourg,LUX,2002,17.01899916
Luxembourg,LUX,2003,15.44877104
Luxembourg,LUX,2004,16.34487658
Luxembourg,LUX,2005,16.24484618
Luxembourg,LUX,2006,17.09941994
Luxembourg,LUX,2007,16.05075939
Luxembourg,LUX,2008,16.59295258
Luxembourg,LUX,2009,15.54905998
Luxembourg,LUX,2010,15.15210806
Luxembourg,LUX,2011,14.71364834
Luxembourg,LUX,2012,13.63881515
Luxembourg,LUX,2013,13.63881515
Luxembourg,LUX,2014,13.63881515
Macedonia,MKD,1995,13.25196957
Macedonia,MKD,1996,14.29028246
Macedonia,MKD,1997,16.48266274
Macedonia,MKD,1998,19.3225973
Macedonia,MKD,1999,15.30188317
Macedonia,MKD,2000,14.95025619
Macedonia,MKD,2001,12.39530642
Macedonia,MKD,2002,13.59324467
Macedonia,MKD,2003,14.51688969
Macedonia,MKD,2004,14.7707278
Macedonia,MKD,2005,14.71681187
Macedonia,MKD,2006,15.5049126
Macedonia,MKD,2007,14.13685777
Macedonia,MKD,2008,14.06175902
Macedonia,MKD,2009,13.27942214
Macedonia,MKD,2010,13.20467891
Macedonia,MKD,2011,13.41337361
Macedonia,MKD,2012,13.30669833
Macedonia,MKD,2013,13.21230255
Macedonia,MKD,2014,12.88853695
Madagascar,MDG,1995,8.08935541
Madagascar,MDG,1996,10.65011563
Madagascar,MDG,1997,12.21560604
Madagascar,MDG,1998,9.72104816
Madagascar,MDG,1999,11.33030275
Madagascar,MDG,2000,14.04539517
Madagascar,MDG,2001,15.27888304
Madagascar,MDG,2002,18.11510285
Madagascar,MDG,2003,11.72149482
Madagascar,MDG,2004,9.67600382
Madagascar,MDG,2005,12.28445994
Madagascar,MDG,2006,13.15424267
Madagascar,MDG,2007,14.670817
Madagascar,MDG,2008,13.51258557
Madagascar,MDG,2009,17.11762478
Madagascar,MDG,2010,18.56151688
Madagascar,MDG,2011,17.32428079
Madagascar,MDG,2012,13.51079454
Madagascar,MDG,2013,17.22073677
Madagascar,MDG,2014,10.18389375
Malawi,MWI,1995,5.06288928
Malawi,MWI,1996,5.06288928
Malawi,MWI,1997,5.06288928
Malawi,MWI,1998,5.18458524
Malawi,MWI,1999,6.54113803
Malawi,MWI,2000,8.98017671
Malawi,MWI,2001,8.71631432
Malawi,MWI,2002,12.96215697
Malawi,MWI,2003,16.72729587
Malawi,MWI,2004,21.0227587
Malawi,MWI,2005,19.99219356
Malawi,MWI,2006,20.03049522
Malawi,MWI,2007,13.25149579
Malawi,MWI,2008,19.93714616
Malawi,MWI,2009,18.51720963
Malawi,MWI,2010,20.12188586
