Entity,Code,Year,"Out-of-school children of primary school age, both sexes (number) ( )"
Macedonia,MKD,2007,10652
Macedonia,MKD,2008,14908
Macedonia,MKD,2009,13288
Macedonia,MKD,2010,8595
Macedonia,MKD,2012,14644
Madagascar,MDG,1972,369582
Madagascar,MDG,1989,518249
Madagascar,MDG,1990,521355
Madagascar,MDG,1995,790292
Madagascar,MDG,1996,811971
Madagascar,MDG,1999,783321
Madagascar,MDG,2000,771743
Madagascar,MDG,2001,758465
Madagascar,MDG,2002,761518
Madagascar,MDG,2003,549685
Malawi,MWI,1999,63605
Malawi,MWI,2002,30352
Malawi,MWI,2004,40076
Malawi,MWI,2005,39968
Malawi,MWI,2006,55160
Malawi,MWI,2007,162257
Malawi,MWI,2008,56956
Malawi,MWI,2009,48436
Malaysia,MYS,1970,312812
Malaysia,MYS,1971,328607
Malaysia,MYS,1972,313197
Malaysia,MYS,1994,109340
Malaysia,MYS,1998,137710
Malaysia,MYS,1999,148143
Malaysia,MYS,2000,67435
Malaysia,MYS,2001,92370
Malaysia,MYS,2002,129749
Malaysia,MYS,2003,104155
Malaysia,MYS,2004,83140
Malaysia,MYS,2005,100748
Malaysia,MYS,2006,107966
Malaysia,MYS,2007,119591
Malaysia,MYS,2008,135876
Malaysia,MYS,2009,154750
Malaysia,MYS,2010,173577
Malaysia,MYS,2011,171703
Malaysia,MYS,2012,168637
Maldives,MDV,1997,2813
Maldives,MDV,1999,2577
Maldives,MDV,2000,1633
Maldives,MDV,2001,1172
Maldives,MDV,2002,1192
Maldives,MDV,2004,3
Maldives,MDV,2005,898
Maldives,MDV,2006,1030
Maldives,MDV,2007,1518
Maldives,MDV,2008,3607
Maldives,MDV,2009,1515
Mali,MLI,1971,722188
Mali,MLI,1972,727684
Mali,MLI,1973,740031
Mali,MLI,1974,734796
Mali,MLI,1977,780436
Mali,MLI,1999,968552
Mali,MLI,2002,912502
Mali,MLI,2003,942545
Mali,MLI,2004,973784
Mali,MLI,2005,902429
Mali,MLI,2006,901038
Mali,MLI,2007,882889
Mali,MLI,2009,778840
Mali,MLI,2010,779241
Mali,MLI,2011,778954
Mali,MLI,2012,862563
Mali,MLI,2013,1014736
Mali,MLI,2014,1029672
Malta,MLT,1971,6615
Malta,MLT,1972,6078
Malta,MLT,1973,5836
Malta,MLT,1974,4925
Malta,MLT,1975,3620
Malta,MLT,1976,1794
Malta,MLT,1977,219
Malta,MLT,1978,240
Malta,MLT,1979,174
Malta,MLT,1980,300
Malta,MLT,1981,765
Malta,MLT,1982,1029
Malta,MLT,1983,1879
Malta,MLT,1984,1932
Malta,MLT,1985,1272
Malta,MLT,1986,1798
Malta,MLT,1987,2482
Malta,MLT,1988,2421
Malta,MLT,1989,1724
Malta,MLT,1990,809
Malta,MLT,1991,218
Malta,MLT,1992,84
Malta,MLT,1993,138
Malta,MLT,1994,1047
Malta,MLT,1995,1430
Malta,MLT,1996,1494
Malta,MLT,1997,1698
Malta,MLT,2011,2925
Malta,MLT,2012,2599
Malta,MLT,2013,1785
Malta,MLT,2014,841
Marshall Islands,MHL,2002,143
Marshall Islands,MHL,2011,24
Mauritania,MRT,1985,199213
Mauritania,MRT,1994,193542
Mauritania,MRT,1995,174785
Mauritania,MRT,1996,166638
Mauritania,MRT,1998,161932
Mauritania,MRT,1999,168917
Mauritania,MRT,2000,172763
Mauritania,MRT,2001,162706
Mauritania,MRT,2002,170267
Mauritania,MRT,2003,161240
Mauritania,MRT,2004,133268
Mauritania,MRT,2005,143451
Mauritania,MRT,2006,134125
Mauritania,MRT,2007,133682
Mauritania,MRT,2008,155302
Mauritania,MRT,2009,162775
Mauritania,MRT,2010,164212
Mauritania,MRT,2011,164356
Mauritania,MRT,2012,174143
Mauritania,MRT,2013,161159
Mauritania,MRT,2014,150634
Mauritius,MUS,1972,34894
Mauritius,MUS,1973,33377
Mauritius,MUS,1974,31361
Mauritius,MUS,1975,28727
Mauritius,MUS,1976,27743
Mauritius,MUS,1977,22569
Mauritius,MUS,1978,25692
Mauritius,MUS,1979,29555
Mauritius,MUS,1980,28821
Mauritius,MUS,1981,23867
Mauritius,MUS,1982,15497
Mauritius,MUS,1983,11115
Mauritius,MUS,1984,6783
Mauritius,MUS,1985,117
Mauritius,MUS,1986,2017
Mauritius,MUS,1987,440
Mauritius,MUS,1988,679
Mauritius,MUS,1989,834
Mauritius,MUS,1990,3471
Mauritius,MUS,1991,9005
Mauritius,MUS,1993,8638
Mauritius,MUS,1994,7386
Mauritius,MUS,1995,6233
Mauritius,MUS,1996,3551
Mauritius,MUS,1997,2508
Mauritius,MUS,1998,5064
Mauritius,MUS,1999,9173
Mauritius,MUS,2000,8761
Mauritius,MUS,2001,9492
Mauritius,MUS,2002,7390
Mauritius,MUS,2003,8017
Mauritius,MUS,2004,6952
Mauritius,MUS,2005,4763
Mauritius,MUS,2006,4635
Mauritius,MUS,2007,4029
Mauritius,MUS,2008,3840
Mauritius,MUS,2009,3829
Mauritius,MUS,2010,3989
Mauritius,MUS,2011,3677
Mauritius,MUS,2012,6661
Mauritius,MUS,2013,3909
Mauritius,MUS,2014,3539
Mexico,MEX,1971,1863097
Mexico,MEX,1977,1286667
Mexico,MEX,1985,764515
Mexico,MEX,1986,525197
Mexico,MEX,1987,407505
Mexico,MEX,1988,410851
Mexico,MEX,1989,650532
Mexico,MEX,1990,385085
Mexico,MEX,1991,417161
Mexico,MEX,1992,360002
Mexico,MEX,1993,372040
Mexico,MEX,1994,428685
Mexico,MEX,1995,460693
Mexico,MEX,1996,517437
Mexico,MEX,1997,609394
Mexico,MEX,1998,615143
Mexico,MEX,1999,240859
Mexico,MEX,2000,197140
Mexico,MEX,2001,220634
Mexico,MEX,2002,134268
Mexico,MEX,2003,215665
Mexico,MEX,2004,371425
Mexico,MEX,2005,552940
Mexico,MEX,2006,693636
Mexico,MEX,2007,739016
Mexico,MEX,2008,749705
Mexico,MEX,2009,661481
Mexico,MEX,2010,538349
Mexico,MEX,2011,426400
Mexico,MEX,2012,341500
Mexico,MEX,2013,356749
Mexico,MEX,2014,340062
Micronesia (country),FSM,2014,1897
Middle East & North Africa,,1970,7935306
Middle East & North Africa,,1971,8175170
Middle East & North Africa,,1972,7606688
Middle East & North Africa,,1973,7508759
Middle East & North Africa,,1974,7479604
Middle East & North Africa,,1975,7064227
Middle East & North Africa,,1976,6641641
Middle East & North Africa,,1977,6423164
Middle East & North Africa,,1978,6256159
Middle East & North Africa,,1979,6560038
Middle East & North Africa,,1980,6057087
Middle East & North Africa,,1981,6265808
Middle East & North Africa,,1982,6078113
Middle East & North Africa,,1983,6060515
Middle East & North Africa,,1984,5895008
Middle East & North Africa,,1985,6014758
Middle East & North Africa,,1986,5979806
Middle East & North Africa,,1987,5902812
Middle East & North Africa,,1988,5908990
Middle East & North Africa,,1989,6149997
Middle East & North Africa,,1990,5437038
Middle East & North Africa,,1991,5367620
Middle East & North Africa,,1992,6417231
Middle East & North Africa,,1993,6515435
Middle East & North Africa,,1994,6031844
Middle East & North Africa,,1995,6630296
Middle East & North Africa,,1996,5993488
Middle East & North Africa,,1997,6056778
Middle East & North Africa,,1998,6123434
Middle East & North Africa,,1999,6086819
Middle East & North Africa,,2000,5683631
Middle East & North Africa,,2001,4626178
Middle East & North Africa,,2002,3749908
Middle East & North Africa,,2003,3296980
Middle East & North Africa,,2004,2777683
Middle East & North Africa,,2005,2703482
Middle East & North Africa,,2006,2567333
Middle East & North Africa,,2007,2235854
Middle East & North Africa,,2008,2099924
Middle East & North Africa,,2009,1926271
Middle East & North Africa,,2010,1624451
Middle East & North Africa,,2011,1526403
Middle East & North Africa,,2012,1492442
Middle East & North Africa,,2013,2018957
Middle East & North Africa,,2014,2285200
Middle East & North Africa (all income levels),,1970,8639462
Middle East & North Africa (all income levels),,1971,8910030
Middle East & North Africa (all income levels),,1972,8359984
Middle East & North Africa (all income levels),,1973,8285726
Middle East & North Africa (all income levels),,1974,8283639
Middle East & North Africa (all income levels),,1975,7890994
Middle East & North Africa (all income levels),,1976,7499247
Middle East & North Africa (all income levels),,1977,7306855
Middle East & North Africa (all income levels),,1978,7173968
Middle East & North Africa (all income levels),,1979,7538909
Middle East & North Africa (all income levels),,1980,7080305
Middle East & North Africa (all income levels),,1981,7345787
Middle East & North Africa (all income levels),,1982,7198476
Middle East & North Africa (all income levels),,1983,7218627
Middle East & North Africa (all income levels),,1984,7074922
Middle East & North Africa (all income levels),,1985,7216542
Middle East & North Africa (all income levels),,1986,7186495
Middle East & North Africa (all income levels),,1987,7117463
Middle East & North Africa (all income levels),,1988,7138164
Middle East & North Africa (all income levels),,1989,7401539
Middle East & North Africa (all income levels),,1990,6718029
Middle East & North Africa (all income levels),,1991,6712616
Middle East & North Africa (all income levels),,1992,7777948
Middle East & North Africa (all income levels),,1993,7860376
Middle East & North Africa (all income levels),,1994,7350772
Middle East & North Africa (all income levels),,1995,7898322
Middle East & North Africa (all income levels),,1996,7201591
Middle East & North Africa (all income levels),,1997,7210789
Middle East & North Africa (all income levels),,1998,7201206
Middle East & North Africa (all income levels),,1999,7126775
Middle East & North Africa (all income levels),,2000,6677945
Middle East & North Africa (all income levels),,2001,5572246
Middle East & North Africa (all income levels),,2002,4651530
Middle East & North Africa (all income levels),,2003,4157701
Middle East & North Africa (all income levels),,2004,3594454
Middle East & North Africa (all income levels),,2005,3480386
Middle East & North Africa (all income levels),,2006,3335376
Middle East & North Africa (all income levels),,2007,2938689
Middle East & North Africa (all income levels),,2008,2747908
Middle East & North Africa (all income levels),,2009,2505706
Middle East & North Africa (all income levels),,2010,2015367
Middle East & North Africa (all income levels),,2011,1903314
Middle East & North Africa (all income levels),,2012,1779655
Middle East & North Africa (all income levels),,2013,2209621
Middle East & North Africa (all income levels),,2014,2458452
Middle income,,1970,96354920
Middle income,,1971,99468096
Middle income,,1972,97996104
Middle income,,1973,90798128
Middle income,,1974,89598664
Middle income,,1975,86764088
Middle income,,1976,86552640
Middle income,,1977,89286288
Middle income,,1978,97275448
Middle income,,1979,97182832
Middle income,,1980,94807504
Middle income,,1981,91630952
Middle income,,1982,89789360
Middle income,,1983,88629120
Middle income,,1984,86790528
Middle income,,1985,82961696
Middle income,,1986,78656992
Middle income,,1987,76398224
Middle income,,1988,73048080
Middle income,,1989,70612976
Middle income,,1990,70803288
Middle income,,1991,70502272
Middle income,,1992,70680360
Middle income,,1993,70593008
Middle income,,1994,71478112
Middle income,,1995,75979728
Middle income,,1996,78804512
Middle income,,1997,80185400
Middle income,,1998,77082888
Middle income,,1999,71421544
Middle income,,2000,66196536
Middle income,,2001,63094180
Middle income,,2002,57500848
Middle income,,2003,50880356
Middle income,,2004,47954320
Middle income,,2005,47585820
Middle income,,2006,46422808
Middle income,,2007,39811936
Middle income,,2008,40347552
Middle income,,2009,40934056
Middle income,,2010,39181832
Middle income,,2011,39183800
Middle income,,2012,38167320
Middle income,,2013,39091860
Middle income,,2014,39207684
Moldova,MDA,2000,18507
Moldova,MDA,2001,10459
Moldova,MDA,2002,9108
Moldova,MDA,2003,7181
Moldova,MDA,2004,6717
Moldova,MDA,2005,12469
Moldova,MDA,2006,16572
Moldova,MDA,2007,16982
Moldova,MDA,2008,15389
Moldova,MDA,2009,15482
Moldova,MDA,2010,14936
Moldova,MDA,2011,13935
Moldova,MDA,2012,13945
Moldova,MDA,2013,13892
Moldova,MDA,2014,14871
Mongolia,MNG,1980,4811
Mongolia,MNG,1983,9285
Mongolia,MNG,1987,8589
Mongolia,MNG,1995,34408
Mongolia,MNG,1996,28866
Mongolia,MNG,1997,37723
Mongolia,MNG,1998,28933
Mongolia,MNG,1999,24147
Mongolia,MNG,2000,18272
Mongolia,MNG,2001,14287
Mongolia,MNG,2002,16227
Mongolia,MNG,2003,31783
Mongolia,MNG,2004,15558
Mongolia,MNG,2005,19404
Mongolia,MNG,2006,6223
Mongolia,MNG,2007,5407
Mongolia,MNG,2008,4250
Mongolia,MNG,2009,7804
Mongolia,MNG,2010,5137
Mongolia,MNG,2011,4265
Mongolia,MNG,2012,5317
Mongolia,MNG,2013,10609
Mongolia,MNG,2014,10311
Montenegro,MNE,2003,916
Montenegro,MNE,2005,699
Montenegro,MNE,2006,509
Montenegro,MNE,2007,1553
Montenegro,MNE,2008,1953
Montenegro,MNE,2011,3292
Montenegro,MNE,2012,2320
Montenegro,MNE,2015,2516
Morocco,MAR,1971,1537776
Morocco,MAR,1972,1550445
Morocco,MAR,1973,1578032
Morocco,MAR,1975,1555613
Morocco,MAR,1976,1491070
Morocco,MAR,1977,1406617
Morocco,MAR,1978,1331332
Morocco,MAR,1979,1276832
Morocco,MAR,1980,1213796
Morocco,MAR,1981,1146399
Morocco,MAR,1982,1144343
Morocco,MAR,1983,1090346
Morocco,MAR,1984,1033725
Morocco,MAR,1985,1087742
Morocco,MAR,1986,1158859
Morocco,MAR,1987,1238501
Morocco,MAR,1988,1316381
Morocco,MAR,1989,1413146
Morocco,MAR,1990,1420890
Morocco,MAR,1991,1735695
Morocco,MAR,1992,1754018
Morocco,MAR,1993,1698395
Morocco,MAR,1994,1610159
Morocco,MAR,1995,1502431
Morocco,MAR,1996,1404799
Morocco,MAR,1997,1331913
Morocco,MAR,1998,1350147
Morocco,MAR,1999,1151185
Morocco,MAR,2000,959375
Morocco,MAR,2001,801844
Morocco,MAR,2002,631327
Morocco,MAR,2003,575774
Morocco,MAR,2004,575331
Morocco,MAR,2005,526987
Morocco,MAR,2006,464883
Morocco,MAR,2007,403955
Morocco,MAR,2008,355804
Morocco,MAR,2009,331107
Morocco,MAR,2010,178596
Morocco,MAR,2011,92461
Morocco,MAR,2012,73732
Morocco,MAR,2013,38710
Morocco,MAR,2014,37369
Mozambique,MOZ,1973,896954
Mozambique,MOZ,1979,800621
Mozambique,MOZ,1981,875183
Mozambique,MOZ,1982,913695
Mozambique,MOZ,1983,716322
Mozambique,MOZ,1985,722502
Mozambique,MOZ,1986,759448
Mozambique,MOZ,1987,1017261
Mozambique,MOZ,1988,1110640
Mozambique,MOZ,1989,1124215
Mozambique,MOZ,1990,1110999
Mozambique,MOZ,1991,1148420
Mozambique,MOZ,1992,1198859
Mozambique,MOZ,1993,1242746
Mozambique,MOZ,1994,1241235
Mozambique,MOZ,1995,1210319
Mozambique,MOZ,1998,1686905
Mozambique,MOZ,1999,1620189
Mozambique,MOZ,2000,1546638
Mozambique,MOZ,2001,1452468
Mozambique,MOZ,2002,1670336
Mozambique,MOZ,2004,1299588
Mozambique,MOZ,2005,1141024
Mozambique,MOZ,2006,1025426
Mozambique,MOZ,2007,841704
Mozambique,MOZ,2008,718419
Mozambique,MOZ,2009,682141
Mozambique,MOZ,2010,627667
Mozambique,MOZ,2011,743287
Mozambique,MOZ,2012,744543
Mozambique,MOZ,2013,701341
Mozambique,MOZ,2014,677573
Myanmar,MMR,1971,1454375
Myanmar,MMR,1973,1243878
Myanmar,MMR,1974,1656444
Myanmar,MMR,1978,1572780
Myanmar,MMR,2000,498463
Myanmar,MMR,2001,440029
Myanmar,MMR,2002,545205
Myanmar,MMR,2003,459085
Myanmar,MMR,2004,535984
Myanmar,MMR,2005,555902
Myanmar,MMR,2006,576120
Myanmar,MMR,2007,573751
Myanmar,MMR,2008,551148
Myanmar,MMR,2009,625725
Myanmar,MMR,2010,649341
Myanmar,MMR,2014,284278
Namibia,NAM,1989,54038
Namibia,NAM,1990,54644
Namibia,NAM,1992,47763
Namibia,NAM,1994,43427
Namibia,NAM,1995,42509
Namibia,NAM,1996,46095
Namibia,NAM,1997,44664
Namibia,NAM,1998,40516
Namibia,NAM,1999,40914
Namibia,NAM,2000,36651
Namibia,NAM,2001,35060
Namibia,NAM,2002,31204
Namibia,NAM,2003,32641
Namibia,NAM,2004,42411
Namibia,NAM,2005,43487
Namibia,NAM,2006,53568
Namibia,NAM,2007,44872
Namibia,NAM,2008,48039
Namibia,NAM,2009,49025
Namibia,NAM,2010,49951
Namibia,NAM,2012,43299
Namibia,NAM,2013,35662
Nauru,NRU,2012,319
Nauru,NRU,2014,201
Nepal,NPL,1983,830916
Nepal,NPL,1984,830975
Nepal,NPL,1988,788174
Nepal,NPL,1999,1036849
Nepal,NPL,2000,861111
Nepal,NPL,2003,665989
Nepal,NPL,2004,653067
Nepal,NPL,2011,46483
Nepal,NPL,2012,14100
Nepal,NPL,2013,38632
Nepal,NPL,2014,173764
Nepal,NPL,2015,91982
Netherlands,NLD,1971,102653
Netherlands,NLD,1972,112697
Netherlands,NLD,1973,123459
Netherlands,NLD,1974,138441
Netherlands,NLD,1975,146662
Netherlands,NLD,1976,140960
Netherlands,NLD,1977,140460
Netherlands,NLD,1978,134333
Netherlands,NLD,1979,123199
Netherlands,NLD,1980,114534
Netherlands,NLD,1981,112165
Netherlands,NLD,1982,128482
Netherlands,NLD,1983,143997
Netherlands,NLD,1984,151749
Netherlands,NLD,1985,151372
Netherlands,NLD,1986,85003
Netherlands,NLD,1987,61445
Netherlands,NLD,1988,42440
Netherlands,NLD,1989,34907
Netherlands,NLD,1990,35700
Netherlands,NLD,1991,42611
Netherlands,NLD,1992,53220
Netherlands,NLD,1993,61133
Netherlands,NLD,1994,3474
Netherlands,NLD,1995,2032
Netherlands,NLD,1996,2880
Netherlands,NLD,1997,2801
Netherlands,NLD,1999,6176
Netherlands,NLD,2000,5845
Netherlands,NLD,2001,6531
Netherlands,NLD,2002,7026
Netherlands,NLD,2003,8844
Netherlands,NLD,2004,17137
Netherlands,NLD,2005,19260
Netherlands,NLD,2006,15217
Netherlands,NLD,2007,6989
Netherlands,NLD,2008,5896
Netherlands,NLD,2009,3969
Netherlands,NLD,2010,1366
Netherlands,NLD,2011,1121
Netherlands,NLD,2012,1745
New Zealand,NZL,1970,369
New Zealand,NZL,1971,1087
New Zealand,NZL,1972,77
New Zealand,NZL,1973,3281
New Zealand,NZL,1974,2798
New Zealand,NZL,1975,1687
New Zealand,NZL,1976,1238
New Zealand,NZL,1977,1514
New Zealand,NZL,1978,1977
New Zealand,NZL,1979,2048
New Zealand,NZL,1980,1850
New Zealand,NZL,1981,2370
New Zealand,NZL,1982,2708
New Zealand,NZL,1983,3868
New Zealand,NZL,1984,1612
New Zealand,NZL,1985,1359
New Zealand,NZL,1986,796
New Zealand,NZL,1987,476
New Zealand,NZL,1988,283
New Zealand,NZL,1989,523
New Zealand,NZL,1990,1446
New Zealand,NZL,1991,3410
New Zealand,NZL,1992,8031
New Zealand,NZL,1994,9847
New Zealand,NZL,1995,5497
New Zealand,NZL,1996,4025
New Zealand,NZL,1997,865
New Zealand,NZL,1998,1645
New Zealand,NZL,1999,2163
New Zealand,NZL,2000,3947
New Zealand,NZL,2001,10043
New Zealand,NZL,2002,11530
New Zealand,NZL,2003,7038
New Zealand,NZL,2004,6205
New Zealand,NZL,2005,3181
New Zealand,NZL,2006,2927
New Zealand,NZL,2007,1633
New Zealand,NZL,2008,1191
New Zealand,NZL,2009,1864
New Zealand,NZL,2010,1830
New Zealand,NZL,2011,3297
New Zealand,NZL,2012,5560
New Zealand,NZL,2013,5932
New Zealand,NZL,2014,5499
Nicaragua,NIC,1970,202143
Nicaragua,NIC,1971,192597
Nicaragua,NIC,1972,196495
Nicaragua,NIC,1973,197181
Nicaragua,NIC,1974,202089
Nicaragua,NIC,1975,198337
Nicaragua,NIC,1976,197829
Nicaragua,NIC,1977,208599
Nicaragua,NIC,1978,226040
Nicaragua,NIC,1980,194982
Nicaragua,NIC,1982,216799
Nicaragua,NIC,1983,221038
Nicaragua,NIC,1984,237097
Nicaragua,NIC,1985,217271
Nicaragua,NIC,1986,229786
Nicaragua,NIC,1987,224589
Nicaragua,NIC,1988,228766
Nicaragua,NIC,1989,246796
Nicaragua,NIC,1990,235099
Nicaragua,NIC,1991,220819
Nicaragua,NIC,1992,199577
Nicaragua,NIC,1993,197364
Nicaragua,NIC,1994,193137
Nicaragua,NIC,1995,209185
Nicaragua,NIC,1996,216290
Nicaragua,NIC,1999,138749
Nicaragua,NIC,2000,112512
Nicaragua,NIC,2001,78207
Nicaragua,NIC,2002,20402
Nicaragua,NIC,2004,6487
Nicaragua,NIC,2005,4975
Nicaragua,NIC,2006,12669
Nicaragua,NIC,2007,14544
Nicaragua,NIC,2008,7832
Nicaragua,NIC,2010,11912
Niger,NER,1973,717100
Niger,NER,1974,733577
Niger,NER,1977,737739
Niger,NER,1978,746764
Niger,NER,1981,785136
Niger,NER,1986,864049
Niger,NER,1989,957322
Niger,NER,1990,984082
Niger,NER,1991,998508
Niger,NER,1992,1046277
Niger,NER,1997,1171958
Niger,NER,1998,1212745
Niger,NER,1999,1236303
Niger,NER,2000,1277492
Niger,NER,2001,1260531
Niger,NER,2002,1240223
Niger,NER,2003,1221223
Niger,NER,2004,1207072
Niger,NER,2005,1265822
Niger,NER,2006,1292985
Niger,NER,2007,1320634
Niger,NER,2008,1296742
Niger,NER,2009,1259061
Niger,NER,2010,1205304
Niger,NER,2011,1119835
Niger,NER,2012,1121395
Niger,NER,2013,1179019
Niger,NER,2014,1233332
Nigeria,NGA,1999,7079920
Nigeria,NGA,2000,6628605
Nigeria,NGA,2004,6905033
Nigeria,NGA,2005,6995038
Nigeria,NGA,2006,7075566
Nigeria,NGA,2007,6633343
Nigeria,NGA,2008,8455579
Nigeria,NGA,2009,8462200
Nigeria,NGA,2010,8735046
North America,,1974,4711884
North America,,1975,4602717
North America,,1976,4239656
North America,,1977,4037790
North America,,1978,3813044
North America,,1979,3781727
North America,,1980,2071798
North America,,1981,2039721
North America,,1982,1485178
North America,,1983,1696905
North America,,1984,1877593
North America,,1985,1795508
North America,,1986,1473013
North America,,1987,1140335
North America,,1988,937288
North America,,1989,727513
North America,,1990,520246
North America,,1991,478878
North America,,1992,709293
North America,,1993,977950
North America,,1994,1092051
North America,,1995,815392
North America,,1996,933677
North America,,1997,794121
North America,,1998,654122
North America,,1999,603978
North America,,2000,582462
North America,,2001,675448
North America,,2002,1015958
North America,,2003,1144589
North America,,2004,1420538
North America,,2005,1225744
North America,,2006,936343
North America,,2007,708562
North America,,2008,653554
North America,,2009,982154
North America,,2010,1296513
North America,,2011,1523914
North America,,2012,1454770
North America,,2013,1786677
North America,,2014,1483488
North Korea,PRK,2009,46911
Norway,NOR,1971,8857
Norway,NOR,1972,6832
Norway,NOR,1976,1194
Norway,NOR,1977,1425
Norway,NOR,1978,3974
Norway,NOR,1979,5345
Norway,NOR,1980,3159
Norway,NOR,1981,6164
Norway,NOR,1982,6998
Norway,NOR,1984,9461
Norway,NOR,1985,12730
Norway,NOR,1986,12159
Norway,NOR,1987,9681
Norway,NOR,1988,7331
Norway,NOR,1989,3976
Norway,NOR,1990,625
Norway,NOR,1991,103
Norway,NOR,1992,997
Norway,NOR,1993,4079
Norway,NOR,1994,4983
Norway,NOR,1995,5695
Norway,NOR,1996,5532
Norway,NOR,1997,2984
Norway,NOR,1998,990
Norway,NOR,1999,908
Norway,NOR,2000,1169
Norway,NOR,2001,971
Norway,NOR,2002,1115
Norway,NOR,2003,624
Norway,NOR,2004,2474
Norway,NOR,2005,6178
Norway,NOR,2006,5928
Norway,NOR,2007,3591
Norway,NOR,2008,2868
Norway,NOR,2009,3616
Norway,NOR,2010,4250
Norway,NOR,2011,3100
Norway,NOR,2012,1266
Norway,NOR,2013,574
Norway,NOR,2014,477
OECD members,,1970,9418422
OECD members,,1971,9446689
OECD members,,1972,9376423
OECD members,,1973,8826434
OECD members,,1974,8857204
OECD members,,1975,8616289
OECD members,,1976,7908624
OECD members,,1977,7537970
OECD members,,1978,7312597
OECD members,,1979,6728028
OECD members,,1980,4872718
OECD members,,1981,4885804
OECD members,,1982,4366264
OECD members,,1983,4697560
OECD members,,1984,4573997
OECD members,,1985,4604801
OECD members,,1986,3816525
OECD members,,1987,3267546
OECD members,,1988,2916148
OECD members,,1989,2998066
OECD members,,1990,2464529
OECD members,,1991,2525435
OECD members,,1992,2848914
OECD members,,1993,3246247
OECD members,,1994,3429287
OECD members,,1995,3199709
OECD members,,1996,3227859
OECD members,,1997,2871471
OECD members,,1998,2313966
OECD members,,1999,1721224
OECD members,,2000,1527941
OECD members,,2001,1606008
OECD members,,2002,1881895
OECD members,,2003,2095472
OECD members,,2004,2550532
OECD members,,2005,2510328
OECD members,,2006,2331229
OECD members,,2007,2114981
OECD members,,2008,2015424
OECD members,,2009,2450760
OECD members,,2010,2543415
OECD members,,2011,2740337
OECD members,,2012,2682874
OECD members,,2013,3066942
OECD members,,2014,2779138
Oman,OMN,1973,113738
Oman,OMN,1974,110355
Oman,OMN,1975,104124
Oman,OMN,1976,106819
Oman,OMN,1978,103241
Oman,OMN,1979,102459
Oman,OMN,1981,102555
Oman,OMN,1982,102997
Oman,OMN,1983,103132
Oman,OMN,1984,96313
Oman,OMN,1985,97500
Oman,OMN,1986,89861
Oman,OMN,1987,89676
Oman,OMN,1988,96522
Oman,OMN,1989,98148
Oman,OMN,1990,99075
Oman,OMN,1991,99867
Oman,OMN,1992,98853
Oman,OMN,1993,91008
Oman,OMN,1994,89257
Oman,OMN,1995,85307
Oman,OMN,1996,75589
Oman,OMN,1997,72352
Oman,OMN,1998,63607
Oman,OMN,1999,55933
Oman,OMN,2000,51619
Oman,OMN,2001,47281
Oman,OMN,2002,49240
Oman,OMN,2003,58252
Oman,OMN,2009,10159
Oman,OMN,2011,8469
Oman,OMN,2012,6340
Oman,OMN,2013,5511
Oman,OMN,2014,5713
Pakistan,PAK,2002,7841398
Pakistan,PAK,2003,7526988
Pakistan,PAK,2004,6491808
Pakistan,PAK,2005,6121195
Pakistan,PAK,2006,6621534
Pakistan,PAK,2007,5693724
Pakistan,PAK,2008,5537543
Pakistan,PAK,2009,5244449
Pakistan,PAK,2010,4960770
Pakistan,PAK,2011,5546182
Pakistan,PAK,2012,5687813
Pakistan,PAK,2013,6051289
Pakistan,PAK,2014,5611792
Palau,PLW,2013,16
Palau,PLW,2014,10
Palestine,PSE,1999,36959
Palestine,PSE,2000,36607
Palestine,PSE,2001,45826
Palestine,PSE,2002,47953
Palestine,PSE,2003,52316
Palestine,PSE,2004,61258
Palestine,PSE,2005,71833
Palestine,PSE,2006,69357
Palestine,PSE,2007,70692
Palestine,PSE,2008,61968
Palestine,PSE,2009,54317
Palestine,PSE,2010,48792
Palestine,PSE,2011,45244
Palestine,PSE,2012,33756
Palestine,PSE,2013,34916
Palestine,PSE,2014,32849
Panama,PAN,1970,65783
Panama,PAN,1971,46214
Panama,PAN,1972,40487
Panama,PAN,1973,35750
Panama,PAN,1975,32384
Panama,PAN,1976,34002
Panama,PAN,1978,28886
Panama,PAN,1979,33925
Panama,PAN,1980,37880
Panama,PAN,1981,42841
Panama,PAN,1982,46633
Panama,PAN,1983,50941
Panama,PAN,1984,52138
Panama,PAN,1985,50527
Panama,PAN,1986,50960
Panama,PAN,1987,48606
Panama,PAN,1988,51771
Panama,PAN,1989,47023
Panama,PAN,1990,46647
Panama,PAN,1999,24922
Panama,PAN,2000,18000
Panama,PAN,2001,12796
Panama,PAN,2002,4531
Panama,PAN,2004,5547
Panama,PAN,2005,7101
Panama,PAN,2006,5070
Panama,PAN,2007,5402
Panama,PAN,2008,7750
Panama,PAN,2009,17987
Panama,PAN,2010,8257
Panama,PAN,2011,10481
Panama,PAN,2012,10530
Panama,PAN,2013,14319
Papua New Guinea,PNG,1989,243513
Papua New Guinea,PNG,2012,159696
Paraguay,PRY,1970,86127
Paraguay,PRY,1972,85211
Paraguay,PRY,1973,84080
Paraguay,PRY,1975,100202
Paraguay,PRY,1976,96940
Paraguay,PRY,1977,93928
Paraguay,PRY,1978,86732
Paraguay,PRY,1979,81111
Paraguay,PRY,1980,70719
Paraguay,PRY,1981,61298
Paraguay,PRY,1982,39444
Paraguay,PRY,1983,60709
Paraguay,PRY,1984,64385
