Entity,Code,Year,CO₂ concentration (parts per million)
World,OWID_WRL,"25,935 BCE",189.28
World,OWID_WRL,"25,916 BCE",190.58
World,OWID_WRL,"25,871 BCE",187.59
World,OWID_WRL,"25,769 BCE",189.3
World,OWID_WRL,"25,764 BCE",190.61
World,OWID_WRL,"25,737 BCE",192.71
World,OWID_WRL,"25,711 BCE",191.46
World,OWID_WRL,"25,636 BCE",191.95
World,OWID_WRL,"25,600 BCE",191.53
World,OWID_WRL,"25,553 BCE",191.23
World,OWID_WRL,"25,492 BCE",191.95
World,OWID_WRL,"25,330 BCE",190.06
World,OWID_WRL,"25,220 BCE",194.93
World,OWID_WRL,"25,135 BCE",186.27
World,OWID_WRL,"25,092 BCE",187.39
World,OWID_WRL,"25,005 BCE",188.08
World,OWID_WRL,"24,908 BCE",186.43
World,OWID_WRL,"24,754 BCE",185.44
World,OWID_WRL,"24,587 BCE",185.51
World,OWID_WRL,"24,511 BCE",186.01
World,OWID_WRL,"24,365 BCE",183.77
World,OWID_WRL,"24,305 BCE",184.57
World,OWID_WRL,"24,066 BCE",184.52
World,OWID_WRL,"23,836 BCE",186.54
World,OWID_WRL,"23,594 BCE",183.38
World,OWID_WRL,"23,401 BCE",182.66
World,OWID_WRL,"23,214 BCE",180.69
World,OWID_WRL,"22,694 BCE",180.57
World,OWID_WRL,"22,320 BCE",186.73
World,OWID_WRL,"22,128 BCE",184.68
World,OWID_WRL,"21,924 BCE",183.13
World,OWID_WRL,"21,651 BCE",187.99
World,OWID_WRL,"21,495 BCE",186.78
World,OWID_WRL,"21,408 BCE",193.53
World,OWID_WRL,"21,327 BCE",197.67
World,OWID_WRL,"21,235 BCE",188.6
World,OWID_WRL,"21,157 BCE",190.08
World,OWID_WRL,"21,064 BCE",190.53
World,OWID_WRL,"21,044 BCE",189.4
World,OWID_WRL,"20,884 BCE",186.13
World,OWID_WRL,"20,799 BCE",190.01
World,OWID_WRL,"20,701 BCE",188.49
World,OWID_WRL,"20,654 BCE",185.21
World,OWID_WRL,"20,600 BCE",184.68
World,OWID_WRL,"20,398 BCE",187.02
World,OWID_WRL,"20,342 BCE",187.22
World,OWID_WRL,"20,281 BCE",191.27
World,OWID_WRL,"20,106 BCE",187.38
World,OWID_WRL,"19,964 BCE",190.78
World,OWID_WRL,"19,841 BCE",187.96
World,OWID_WRL,"19,613 BCE",185.23
World,OWID_WRL,"19,395 BCE",187.24
World,OWID_WRL,"19,263 BCE",190.05
World,OWID_WRL,"19,118 BCE",188.4
World,OWID_WRL,"19,014 BCE",190.87
World,OWID_WRL,"18,878 BCE",192.66
World,OWID_WRL,"18,716 BCE",187.76
World,OWID_WRL,"18,587 BCE",193.93
World,OWID_WRL,"18,458 BCE",189.99
World,OWID_WRL,"18,263 BCE",190.47
World,OWID_WRL,"18,069 BCE",193.72
World,OWID_WRL,"17,934 BCE",196.06
World,OWID_WRL,"17,841 BCE",193.6
World,OWID_WRL,"17,679 BCE",191.42
World,OWID_WRL,"17,618 BCE",188.95
World,OWID_WRL,"17,493 BCE",191.52
World,OWID_WRL,"17,332 BCE",191.58
World,OWID_WRL,"17,203 BCE",191.09
World,OWID_WRL,"17,044 BCE",192.71
World,OWID_WRL,"16,917 BCE",188.5
World,OWID_WRL,"16,885 BCE",188.44
World,OWID_WRL,"16,854 BCE",192.97
World,OWID_WRL,"16,797 BCE",191.27
World,OWID_WRL,"16,727 BCE",193.9
World,OWID_WRL,"16,633 BCE",188.57
World,OWID_WRL,"16,570 BCE",187.67
World,OWID_WRL,"16,537 BCE",187.09
World,OWID_WRL,"16,508 BCE",187.45
World,OWID_WRL,"16,472 BCE",188.47
World,OWID_WRL,"16,441 BCE",188.21
World,OWID_WRL,"16,410 BCE",188.73
World,OWID_WRL,"16,374 BCE",187.12
World,OWID_WRL,"16,346 BCE",189.03
World,OWID_WRL,"16,315 BCE",188.52
World,OWID_WRL,"16,282 BCE",188.88
World,OWID_WRL,"16,252 BCE",185.65
World,OWID_WRL,"16,223 BCE",189.01
World,OWID_WRL,"16,190 BCE",184.88
World,OWID_WRL,"16,161 BCE",188.59
World,OWID_WRL,"16,132 BCE",188.64
World,OWID_WRL,"16,100 BCE",187.73
World,OWID_WRL,"16,074 BCE",187.79
World,OWID_WRL,"16,042 BCE",188.96
World,OWID_WRL,"16,016 BCE",188.66
World,OWID_WRL,"15,986 BCE",188.54
World,OWID_WRL,"15,957 BCE",191.72
World,OWID_WRL,"15,931 BCE",190.26
World,OWID_WRL,"15,905 BCE",189.52
World,OWID_WRL,"15,875 BCE",191.21
World,OWID_WRL,"15,848 BCE",187.25
World,OWID_WRL,"15,820 BCE",191.7
World,OWID_WRL,"15,794 BCE",190.41
World,OWID_WRL,"15,767 BCE",189.52
World,OWID_WRL,"15,741 BCE",191.52
World,OWID_WRL,"15,715 BCE",194.38
World,OWID_WRL,"15,688 BCE",193.21
World,OWID_WRL,"15,662 BCE",195.79
World,OWID_WRL,"15,636 BCE",196.96
World,OWID_WRL,"15,611 BCE",192.62
World,OWID_WRL,"15,585 BCE",192.37
World,OWID_WRL,"15,561 BCE",191.59
World,OWID_WRL,"15,535 BCE",191.48
World,OWID_WRL,"15,511 BCE",193
World,OWID_WRL,"15,485 BCE",190.76
World,OWID_WRL,"15,460 BCE",191.89
World,OWID_WRL,"15,435 BCE",193.02
World,OWID_WRL,"15,410 BCE",190.5
World,OWID_WRL,"15,362 BCE",194.65
World,OWID_WRL,"15,338 BCE",195.88
World,OWID_WRL,"15,286 BCE",198.29
World,OWID_WRL,"15,214 BCE",198.63
World,OWID_WRL,"15,142 BCE",202.1
World,OWID_WRL,"15,045 BCE",204.32
World,OWID_WRL,"14,979 BCE",202.93
World,OWID_WRL,"14,919 BCE",205.19
World,OWID_WRL,"14,848 BCE",205.53
World,OWID_WRL,"14,784 BCE",210.25
World,OWID_WRL,"14,706 BCE",213.15
World,OWID_WRL,"14,640 BCE",208.46
World,OWID_WRL,"14,604 BCE",208.65
World,OWID_WRL,"14,560 BCE",207.95
World,OWID_WRL,"14,522 BCE",213.94
World,OWID_WRL,"14,508 BCE",217.19
World,OWID_WRL,"14,481 BCE",211.79
World,OWID_WRL,"14,461 BCE",212.95
World,OWID_WRL,"14,442 BCE",209.51
World,OWID_WRL,"14,425 BCE",211.21
World,OWID_WRL,"14,404 BCE",214.83
World,OWID_WRL,"14,387 BCE",212.43
World,OWID_WRL,"14,367 BCE",214.6
World,OWID_WRL,"14,347 BCE",212.84
World,OWID_WRL,"14,329 BCE",214.22
World,OWID_WRL,"14,311 BCE",218.56
World,OWID_WRL,"14,291 BCE",220.49
World,OWID_WRL,"14,273 BCE",223.24
World,OWID_WRL,"14,259 BCE",227.32
World,OWID_WRL,"14,237 BCE",221.49
World,OWID_WRL,"14,217 BCE",226.19
World,OWID_WRL,"14,201 BCE",224.86
World,OWID_WRL,"14,164 BCE",222.41
World,OWID_WRL,"14,133 BCE",224.24
World,OWID_WRL,"14,084 BCE",224.48
World,OWID_WRL,"14,065 BCE",222.39
World,OWID_WRL,"14,049 BCE",224.41
World,OWID_WRL,"14,045 BCE",223.72
World,OWID_WRL,"13,987 BCE",223.77
World,OWID_WRL,"13,970 BCE",223.51
World,OWID_WRL,"13,895 BCE",222.36
World,OWID_WRL,"13,818 BCE",224.86
World,OWID_WRL,"13,755 BCE",222.16
World,OWID_WRL,"13,699 BCE",222.76
World,OWID_WRL,"13,596 BCE",223.53
World,OWID_WRL,"13,513 BCE",223.27
World,OWID_WRL,"13,460 BCE",224.74
World,OWID_WRL,"13,433 BCE",225.39
World,OWID_WRL,"13,395 BCE",228.92
World,OWID_WRL,"13,371 BCE",227.64
World,OWID_WRL,"13,331 BCE",225.77
World,OWID_WRL,"13,293 BCE",228.27
World,OWID_WRL,"13,269 BCE",230.18
World,OWID_WRL,"13,231 BCE",227.84
World,OWID_WRL,"13,207 BCE",228.81
World,OWID_WRL,"13,184 BCE",229.67
World,OWID_WRL,"13,146 BCE",234.47
World,OWID_WRL,"13,123 BCE",228.99
World,OWID_WRL,"13,085 BCE",225.38
World,OWID_WRL,"13,061 BCE",228.37
World,OWID_WRL,"13,037 BCE",227.65
World,OWID_WRL,"13,026 BCE",229.79
World,OWID_WRL,"13,004 BCE",228.89
World,OWID_WRL,"12,979 BCE",228.47
World,OWID_WRL,"12,966 BCE",228.36
World,OWID_WRL,"12,954 BCE",228.72
World,OWID_WRL,"12,942 BCE",230.63
World,OWID_WRL,"12,931 BCE",227.85
World,OWID_WRL,"12,919 BCE",232.22
World,OWID_WRL,"12,908 BCE",233.17
World,OWID_WRL,"12,895 BCE",227.87
World,OWID_WRL,"12,885 BCE",228.4
World,OWID_WRL,"12,872 BCE",226.51
World,OWID_WRL,"12,861 BCE",227.58
World,OWID_WRL,"12,849 BCE",228.5
World,OWID_WRL,"12,838 BCE",227.79
World,OWID_WRL,"12,826 BCE",227.39
World,OWID_WRL,"12,813 BCE",224.64
World,OWID_WRL,"12,809 BCE",227.9
World,OWID_WRL,"12,793 BCE",231.48
World,OWID_WRL,"12,781 BCE",234.54
World,OWID_WRL,"12,768 BCE",230.53
World,OWID_WRL,"12,757 BCE",228.18
World,OWID_WRL,"12,747 BCE",228.91
World,OWID_WRL,"12,736 BCE",237.49
World,OWID_WRL,"12,725 BCE",234.34
World,OWID_WRL,"12,714 BCE",233.42
World,OWID_WRL,"12,702 BCE",234.62
World,OWID_WRL,"12,695 BCE",238.12
World,OWID_WRL,"12,680 BCE",240.1
World,OWID_WRL,"12,669 BCE",237.97
World,OWID_WRL,"12,656 BCE",237.59
World,OWID_WRL,"12,645 BCE",235.31
World,OWID_WRL,"12,636 BCE",237.97
World,OWID_WRL,"12,626 BCE",239.77
World,OWID_WRL,"12,614 BCE",239.86
World,OWID_WRL,"12,603 BCE",241.73
World,OWID_WRL,"12,592 BCE",235.83
World,OWID_WRL,"12,581 BCE",243.17
World,OWID_WRL,"12,571 BCE",241.14
World,OWID_WRL,"12,547 BCE",242.06
World,OWID_WRL,"12,514 BCE",238.61
World,OWID_WRL,"12,493 BCE",240.95
World,OWID_WRL,"12,472 BCE",242.6
World,OWID_WRL,"12,461 BCE",242.55
World,OWID_WRL,"12,425 BCE",240.33
World,OWID_WRL,"12,404 BCE",238.39
World,OWID_WRL,"12,393 BCE",242.08
World,OWID_WRL,"12,359 BCE",235.8
World,OWID_WRL,"12,349 BCE",239.04
World,OWID_WRL,"12,323 BCE",240.21
World,OWID_WRL,"12,287 BCE",236.6
World,OWID_WRL,"12,256 BCE",238.36
World,OWID_WRL,"12,230 BCE",239.36
World,OWID_WRL,"12,207 BCE",239.24
World,OWID_WRL,"12,170 BCE",236.4
World,OWID_WRL,"12,134 BCE",232.88
World,OWID_WRL,"12,110 BCE",241.27
World,OWID_WRL,"12,073 BCE",237.87
World,OWID_WRL,"12,052 BCE",235.92
World,OWID_WRL,"11,990 BCE",240.57
World,OWID_WRL,"11,922 BCE",237.95
World,OWID_WRL,"11,877 BCE",239.08
World,OWID_WRL,"11,809 BCE",241.11
World,OWID_WRL,"11,763 BCE",241.59
World,OWID_WRL,"11,695 BCE",238.55
World,OWID_WRL,"11,651 BCE",243.86
World,OWID_WRL,"11,582 BCE",235.83
World,OWID_WRL,"11,537 BCE",240.25
World,OWID_WRL,"11,468 BCE",237.83
World,OWID_WRL,"11,354 BCE",236.86
World,OWID_WRL,"11,317 BCE",240.42
World,OWID_WRL,"11,266 BCE",239.41
World,OWID_WRL,"11,223 BCE",236.91
World,OWID_WRL,"11,178 BCE",234.82
World,OWID_WRL,"11,138 BCE",241.56
World,OWID_WRL,"11,117 BCE",237.91
World,OWID_WRL,"11,094 BCE",238.86
World,OWID_WRL,"11,072 BCE",234.68
World,OWID_WRL,"11,051 BCE",239.42
World,OWID_WRL,"11,031 BCE",237.15
World,OWID_WRL,"11,010 BCE",240.71
World,OWID_WRL,"10,989 BCE",238.18
World,OWID_WRL,"10,967 BCE",238.79
World,OWID_WRL,"10,943 BCE",239.44
World,OWID_WRL,"10,924 BCE",241.24
World,OWID_WRL,"10,903 BCE",239.35
World,OWID_WRL,"10,880 BCE",242.15
World,OWID_WRL,"10,859 BCE",242.23
World,OWID_WRL,"10,836 BCE",241.5
World,OWID_WRL,"10,813 BCE",240.02
World,OWID_WRL,"10,790 BCE",247.3
World,OWID_WRL,"10,770 BCE",241.59
World,OWID_WRL,"10,747 BCE",244.24
World,OWID_WRL,"10,724 BCE",242.53
World,OWID_WRL,"10,704 BCE",243.95
World,OWID_WRL,"10,680 BCE",246.94
World,OWID_WRL,"10,658 BCE",248.09
World,OWID_WRL,"10,637 BCE",247.02
World,OWID_WRL,"10,615 BCE",244.27
World,OWID_WRL,"10,594 BCE",249.92
World,OWID_WRL,"10,571 BCE",246.74
World,OWID_WRL,"10,546 BCE",244.42
World,OWID_WRL,"10,525 BCE",246.18
World,OWID_WRL,"10,505 BCE",245.83
World,OWID_WRL,"10,482 BCE",247.67
World,OWID_WRL,"10,459 BCE",246.4
World,OWID_WRL,"10,438 BCE",243
World,OWID_WRL,"10,415 BCE",244.31
World,OWID_WRL,"10,393 BCE",246.97
World,OWID_WRL,"10,371 BCE",250.73
World,OWID_WRL,"10,351 BCE",248.92
World,OWID_WRL,"10,331 BCE",249.38
World,OWID_WRL,"10,306 BCE",248.95
World,OWID_WRL,"10,283 BCE",249.23
World,OWID_WRL,"10,261 BCE",249.65
World,OWID_WRL,"10,240 BCE",250.97
World,OWID_WRL,"10,218 BCE",251.42
World,OWID_WRL,"10,196 BCE",251.14
World,OWID_WRL,"10,175 BCE",253.02
World,OWID_WRL,"10,155 BCE",255.66
World,OWID_WRL,"10,130 BCE",251.03
World,OWID_WRL,"10,109 BCE",253.1
World,OWID_WRL,"10,087 BCE",248.41
World,OWID_WRL,"10,066 BCE",247.85
World,OWID_WRL,"10,041 BCE",255.39
World,OWID_WRL,"10,020 BCE",253.99
World,OWID_WRL,"9,998 BCE",248.92
World,OWID_WRL,"9,977 BCE",258.57
World,OWID_WRL,"9,955 BCE",255.9
World,OWID_WRL,"9,933 BCE",251.56
World,OWID_WRL,"9,913 BCE",253.63
World,OWID_WRL,"9,893 BCE",254.31
World,OWID_WRL,"9,871 BCE",257.17
World,OWID_WRL,"9,853 BCE",258.53
World,OWID_WRL,"9,831 BCE",258.25
World,OWID_WRL,"9,809 BCE",258.74
World,OWID_WRL,"9,791 BCE",255.89
World,OWID_WRL,"9,770 BCE",256.04
World,OWID_WRL,"9,751 BCE",253.99
World,OWID_WRL,"9,733 BCE",254.62
World,OWID_WRL,"9,715 BCE",247.55
World,OWID_WRL,"9,698 BCE",257.13
World,OWID_WRL,"9,679 BCE",266.22
World,OWID_WRL,"9,661 BCE",261.3
World,OWID_WRL,"9,642 BCE",260.7
World,OWID_WRL,"9,626 BCE",267.09
World,OWID_WRL,"9,610 BCE",262.74
World,OWID_WRL,"9,594 BCE",266.9
World,OWID_WRL,"9,574 BCE",269.51
World,OWID_WRL,"9,557 BCE",267.66
World,OWID_WRL,"9,540 BCE",267.17
World,OWID_WRL,"9,523 BCE",269.1
World,OWID_WRL,"9,503 BCE",268.87
World,OWID_WRL,"9,486 BCE",270.14
World,OWID_WRL,"9,467 BCE",264.48
World,OWID_WRL,"9,450 BCE",268.16
World,OWID_WRL,"9,433 BCE",264.84
World,OWID_WRL,"9,389 BCE",264.81
World,OWID_WRL,"9,367 BCE",264.1
World,OWID_WRL,"9,307 BCE",264.4
World,OWID_WRL,"9,251 BCE",265.3
World,OWID_WRL,"9,236 BCE",265
World,OWID_WRL,"9,211 BCE",264.8
World,OWID_WRL,"9,140 BCE",264.8
World,OWID_WRL,"9,004 BCE",267.6
World,OWID_WRL,"8,886 BCE",265.1
World,OWID_WRL,"8,852 BCE",266
World,OWID_WRL,"8,730 BCE",266.9
World,OWID_WRL,"8,556 BCE",267.5
World,OWID_WRL,"8,417 BCE",264.9
World,OWID_WRL,"8,350 BCE",265.7
World,OWID_WRL,"8,243 BCE",263.4
World,OWID_WRL,"8,185 BCE",264
World,OWID_WRL,"8,043 BCE",264.2
World,OWID_WRL,"7,951 BCE",264.4
World,OWID_WRL,"7,623 BCE",263.8
World,OWID_WRL,"7,606 BCE",263
World,OWID_WRL,"7,574 BCE",260.9
World,OWID_WRL,"7,568 BCE",260.6
World,OWID_WRL,"7,487 BCE",265.2
World,OWID_WRL,"7,411 BCE",263.8
World,OWID_WRL,"7,345 BCE",263.7
World,OWID_WRL,"7,193 BCE",262
World,OWID_WRL,"7,110 BCE",259.3
World,OWID_WRL,"7,043 BCE",260.4
World,OWID_WRL,"6,962 BCE",260.9
World,OWID_WRL,"6,831 BCE",259
World,OWID_WRL,"6,761 BCE",261.8
World,OWID_WRL,"6,597 BCE",260.7
World,OWID_WRL,"6,510 BCE",261.3
World,OWID_WRL,"6,402 BCE",258.3
World,OWID_WRL,"6,245 BCE",259.3
World,OWID_WRL,"6,166 BCE",259.6
World,OWID_WRL,"6,026 BCE",260.8
World,OWID_WRL,"5,976 BCE",259.2
World,OWID_WRL,"5,910 BCE",259.7
World,OWID_WRL,"5,770 BCE",260.4
World,OWID_WRL,"5,711 BCE",260.1
World,OWID_WRL,"5,548 BCE",258.4
World,OWID_WRL,"5,455 BCE",260.7
World,OWID_WRL,"5,324 BCE",263
World,OWID_WRL,"5,238 BCE",262.3
World,OWID_WRL,"5,088 BCE",257.6
World,OWID_WRL,"5,020 BCE",258.1
World,OWID_WRL,"4,930 BCE",262.9
World,OWID_WRL,"4,820 BCE",262.1
World,OWID_WRL,"4,733 BCE",259.4
World,OWID_WRL,"4,622 BCE",261.1
World,OWID_WRL,"4,451 BCE",261.2
World,OWID_WRL,"4,387 BCE",262.7
World,OWID_WRL,"4,352 BCE",263.2
World,OWID_WRL,"4,140 BCE",265.5
World,OWID_WRL,"4,049 BCE",266.7
World,OWID_WRL,"3,984 BCE",260.7
World,OWID_WRL,"3,902 BCE",265.5
World,OWID_WRL,"3,808 BCE",265.9
World,OWID_WRL,"3,631 BCE",267.6
World,OWID_WRL,"3,583 BCE",265.2
World,OWID_WRL,"3,408 BCE",265.3
World,OWID_WRL,"3,361 BCE",267.6
World,OWID_WRL,"3,269 BCE",269.8
World,OWID_WRL,"3,137 BCE",268.6
World,OWID_WRL,"3,032 BCE",269.3
World,OWID_WRL,"2,971 BCE",270.7
World,OWID_WRL,"2,823 BCE",271.5
World,OWID_WRL,"2,697 BCE",269.8
World,OWID_WRL,"2,643 BCE",269.1
World,OWID_WRL,"2,544 BCE",271.1
World,OWID_WRL,"2,393 BCE",271.5
World,OWID_WRL,"2,325 BCE",272.8
World,OWID_WRL,"2,256 BCE",271.6
World,OWID_WRL,"2,159 BCE",271.7
World,OWID_WRL,"2,019 BCE",274.9
World,OWID_WRL,"1,906 BCE",275.4
World,OWID_WRL,"1,857 BCE",271.5
World,OWID_WRL,"1,743 BCE",273
World,OWID_WRL,"1,694 BCE",273.4
World,OWID_WRL,"1,578 BCE",275
World,OWID_WRL,"1,481 BCE",274
World,OWID_WRL,"1,334 BCE",273.1
World,OWID_WRL,"1,306 BCE",276.3
World,OWID_WRL,"1,107 BCE",274.6
World,OWID_WRL,999 BCE,276.3
World,OWID_WRL,955 BCE,274.7
World,OWID_WRL,852 BCE,275.3
World,OWID_WRL,758 BCE,278.9
World,OWID_WRL,678 BCE,273.9
World,OWID_WRL,576 BCE,277.9
World,OWID_WRL,464 BCE,277.6
World,OWID_WRL,316 BCE,276.7
World,OWID_WRL,284 BCE,276.7
World,OWID_WRL,143 BCE,276.9
World,OWID_WRL,50 BCE,278
World,OWID_WRL,1,276.7
World,OWID_WRL,30,277.9
World,OWID_WRL,56,277.4
World,OWID_WRL,104,277.5
World,OWID_WRL,136,278.1
World,OWID_WRL,154,278.07
World,OWID_WRL,175,277.56
World,OWID_WRL,241,280.25
World,OWID_WRL,266,278.31
World,OWID_WRL,274,280.24
World,OWID_WRL,296,280.91
World,OWID_WRL,318,281.69
World,OWID_WRL,357,277.8
World,OWID_WRL,384,277.25
World,OWID_WRL,406,279.13
World,OWID_WRL,437,280
World,OWID_WRL,488,277.11
World,OWID_WRL,518,276.79
World,OWID_WRL,552,276.56
World,OWID_WRL,557,278.46
World,OWID_WRL,582,276.2
World,OWID_WRL,615,277.87
World,OWID_WRL,637,279.59
World,OWID_WRL,669,278.45
World,OWID_WRL,701,277.1
World,OWID_WRL,730,279.99
World,OWID_WRL,762,279.29
World,OWID_WRL,793,279.72
World,OWID_WRL,822,278.62
World,OWID_WRL,875,279.42
World,OWID_WRL,914,280.11
World,OWID_WRL,958,277.41
World,OWID_WRL,983,278.74
World,OWID_WRL,1018,279.8
World,OWID_WRL,1019,280.06
World,OWID_WRL,1040,280.92
World,OWID_WRL,1049,280.97
World,OWID_WRL,1070,282.84
World,OWID_WRL,1099,283.09
World,OWID_WRL,1116,282.84
World,OWID_WRL,1146,284.51
World,OWID_WRL,1166,283.97
World,OWID_WRL,1200,284.54
World,OWID_WRL,1211,283.69
World,OWID_WRL,1251,282.41
World,OWID_WRL,1260,282.2
World,OWID_WRL,1278,278.43
World,OWID_WRL,1307,281.58
World,OWID_WRL,1330,284.07
World,OWID_WRL,1349,278.36
World,OWID_WRL,1390,280.91
World,OWID_WRL,1411,279.7
World,OWID_WRL,1429,279.73
World,OWID_WRL,1449,282.23
World,OWID_WRL,1469,280.31
World,OWID_WRL,1502,283.12
World,OWID_WRL,1530,283.95
World,OWID_WRL,1550,283.53
World,OWID_WRL,1560,281.83
World,OWID_WRL,1573,282.57
World,OWID_WRL,1588,281.11
World,OWID_WRL,1591,279.36
World,OWID_WRL,1603,275.07
World,OWID_WRL,1609,271.11
World,OWID_WRL,1629,273.78
World,OWID_WRL,1640,276.69
World,OWID_WRL,1649,278.02
World,OWID_WRL,1682,276.66
World,OWID_WRL,1690,276.32
World,OWID_WRL,1694,277.36
World,OWID_WRL,1723,277.64
World,OWID_WRL,1734,278.31
World,OWID_WRL,1741,276.81
World,OWID_WRL,1749,277.6
World,OWID_WRL,1752,277.23
World,OWID_WRL,1763,277.16
World,OWID_WRL,1764,276.4
World,OWID_WRL,1773,277.86
World,OWID_WRL,1779,280.24
World,OWID_WRL,1780,273.07
World,OWID_WRL,1794,281.62
World,OWID_WRL,1796,281.35
World,OWID_WRL,1799,282.8
World,OWID_WRL,1814,284.43
World,OWID_WRL,1825,281.36
World,OWID_WRL,1827,285.91
World,OWID_WRL,1833,284.45
World,OWID_WRL,1837,284.15
World,OWID_WRL,1841,283.65
World,OWID_WRL,1843,281.58
World,OWID_WRL,1844,283.53
World,OWID_WRL,1845,283.18
World,OWID_WRL,1846,283.62
World,OWID_WRL,1847,286.84
World,OWID_WRL,1850,284
World,OWID_WRL,1851,287.13
World,OWID_WRL,1854,288.05
World,OWID_WRL,1855,285.57
World,OWID_WRL,1857,283.16
World,OWID_WRL,1859,286.63
World,OWID_WRL,1862,287.17
World,OWID_WRL,1863,285.35
World,OWID_WRL,1864,286.65
World,OWID_WRL,1867,285.05
World,OWID_WRL,1868,288.76
World,OWID_WRL,1870,287.16
World,OWID_WRL,1873,286.66
World,OWID_WRL,1874,291.56
World,OWID_WRL,1877,289.33
World,OWID_WRL,1880,287.77
World,OWID_WRL,1883,292.46
World,OWID_WRL,1884,289.49
World,OWID_WRL,1886,288.12
World,OWID_WRL,1887,294.34
World,OWID_WRL,1889,292.34
World,OWID_WRL,1890,290.92
World,OWID_WRL,1892,295.17
World,OWID_WRL,1893,295.09
World,OWID_WRL,1894,293.49
World,OWID_WRL,1899,296.16
World,OWID_WRL,1900,294.22
World,OWID_WRL,1902,295.61
World,OWID_WRL,1904,295.99
World,OWID_WRL,1905,299.02
World,OWID_WRL,1906,298.48
World,OWID_WRL,1909,301.5
World,OWID_WRL,1910,297.87
World,OWID_WRL,1911,298.36
World,OWID_WRL,1913,301.3
World,OWID_WRL,1914,300.7
World,OWID_WRL,1916,301.92
World,OWID_WRL,1918,303.85
World,OWID_WRL,1919,304.61
World,OWID_WRL,1920,301.88
World,OWID_WRL,1923,304.69
World,OWID_WRL,1925,304.84
World,OWID_WRL,1928,306.84
World,OWID_WRL,1929,305.62
World,OWID_WRL,1931,305.74
World,OWID_WRL,1932,308.26
World,OWID_WRL,1933,307.11
World,OWID_WRL,1934,308.35
World,OWID_WRL,1935,306.32
World,OWID_WRL,1936,308.3
World,OWID_WRL,1937,307.41
World,OWID_WRL,1938,311.07
World,OWID_WRL,1939,310.83
World,OWID_WRL,1940,310.38
World,OWID_WRL,1941,309.77
World,OWID_WRL,1942,312.37
World,OWID_WRL,1944,312.36
World,OWID_WRL,1945,310.94
World,OWID_WRL,1946,312.26
World,OWID_WRL,1947,311.61
World,OWID_WRL,1948,311.57
World,OWID_WRL,1949,309.69
World,OWID_WRL,1950,312.83
World,OWID_WRL,1952,312.18
World,OWID_WRL,1954,312.73
World,OWID_WRL,1955,314.71
World,OWID_WRL,1956,315.34
World,OWID_WRL,1957,315.34
World,OWID_WRL,1958,315.34
World,OWID_WRL,1959,315.97
World,OWID_WRL,1960,316.91
World,OWID_WRL,1961,317.64
World,OWID_WRL,1962,318.45
World,OWID_WRL,1963,318.99
World,OWID_WRL,1964,319.62
World,OWID_WRL,1965,320.04
World,OWID_WRL,1966,321.38
World,OWID_WRL,1967,322.16
World,OWID_WRL,1968,323.04
World,OWID_WRL,1969,324.62
World,OWID_WRL,1970,325.68
World,OWID_WRL,1971,326.32
World,OWID_WRL,1972,327.45
World,OWID_WRL,1973,329.68
World,OWID_WRL,1974,330.18
World,OWID_WRL,1975,331.11
World,OWID_WRL,1976,332.04
World,OWID_WRL,1977,333.83
World,OWID_WRL,1978,335.4
World,OWID_WRL,1979,336.84
World,OWID_WRL,1980,338.75
World,OWID_WRL,1981,340.11
World,OWID_WRL,1982,341.45
World,OWID_WRL,1983,343.05
World,OWID_WRL,1984,344.65
World,OWID_WRL,1985,346.12
World,OWID_WRL,1986,347.42
World,OWID_WRL,1987,349.19
World,OWID_WRL,1988,351.57
World,OWID_WRL,1989,353.12
World,OWID_WRL,1990,354.39
World,OWID_WRL,1991,355.61
World,OWID_WRL,1992,356.45
World,OWID_WRL,1993,357.1
World,OWID_WRL,1994,358.83
World,OWID_WRL,1995,360.82
World,OWID_WRL,1996,362.61
World,OWID_WRL,1997,363.73
World,OWID_WRL,1998,366.7
World,OWID_WRL,1999,368.38
World,OWID_WRL,2000,369.55
World,OWID_WRL,2001,371.14
World,OWID_WRL,2002,373.28
World,OWID_WRL,2003,375.8
World,OWID_WRL,2004,377.52
World,OWID_WRL,2005,379.8
World,OWID_WRL,2006,381.9
World,OWID_WRL,2007,383.79
World,OWID_WRL,2008,385.6
World,OWID_WRL,2009,387.43
World,OWID_WRL,2010,389.9
World,OWID_WRL,2011,391.65
World,OWID_WRL,2012,393.85
World,OWID_WRL,2013,396.52
World,OWID_WRL,2014,398.65
World,OWID_WRL,2015,400.83
World,OWID_WRL,2016,404.24
World,OWID_WRL,2017,406.55
World,OWID_WRL,2018,408.52
