Entity,Code,Year,Female share in agriculture (%),Female share in industry (%),Female share in services (%)
New Zealand,NZL,2006,33.33,21.5,55.69
New Zealand,NZL,2007,32.26,21.34,55.69
New Zealand,NZL,2008,32.24,22.2,55.58
New Zealand,NZL,2009,30.98,21.94,55.79
New Zealand,NZL,2010,29.89,21.68,55.57
New Zealand,NZL,2011,31.31,21.57,55.39
New Zealand,NZL,2012,30.81,21.37,55.53
New Zealand,NZL,2013,30.87,21.45,55.29
New Zealand,NZL,2014,30.04,21.98,55.98
New Zealand,NZL,2015,30.7,21.82,56.45
New Zealand,NZL,2016,31.63,21.02,55.78
Nicaragua,NIC,2003,13.13,36.44,54.29
Nicaragua,NIC,2004,13.01,33.62,52.74
Nicaragua,NIC,2005,10.88,36.49,53.21
Nicaragua,NIC,2006,10.83,34.66,53.88
Nicaragua,NIC,2007,10.61,35.43,53.38
Nicaragua,NIC,2008,8.27,35.63,53.55
Niger,NER,2011,43.85,68.22,45.54
Nigeria,NGA,1983,20.39,36.22,37.34
Nigeria,NGA,1986,25.66,18.93,41.54
Nigeria,NGA,2007,36.6,39.11,50.66
Nigeria,NGA,2010,30.84,49.47,55.85
Niue,NIU,2001,26.67,17.04,50.54
Northern Mariana Islands,MNP,1990,3.06,39.55,47.81
Northern Mariana Islands,MNP,1995,6.09,31.09,46.66
Norway,NOR,1972,33.33,17.38,49.26
Norway,NOR,1973,30.69,17.32,49.78
Norway,NOR,1974,29.14,15.87,50.44
Norway,NOR,1975,26.42,18.06,51.35
Norway,NOR,1976,32.14,17.71,52.24
Norway,NOR,1977,30.3,18.47,52.06
Norway,NOR,1978,29.81,18.09,52.95
Norway,NOR,1979,30.43,18.97,52.66
Norway,NOR,1980,29.56,18.49,52.36
Norway,NOR,1981,29.56,18.1,53.17
Norway,NOR,1982,29.22,18.68,52.86
Norway,NOR,1983,27.7,18.74,53.39
Norway,NOR,1984,25.17,18.88,54.5
Norway,NOR,1985,27.89,19.44,54.31
Norway,NOR,1986,30.46,20.68,54.73
Norway,NOR,1987,27.34,20,55.26
Norway,NOR,1988,29.1,20.62,55.22
Norway,NOR,1989,28.03,20.59,55
Norway,NOR,1990,27.91,20.65,55.2
Norway,NOR,1991,25.86,20.17,55.41
Norway,NOR,1992,26.36,20.35,55.36
Norway,NOR,1993,26.13,20.66,55.4
Norway,NOR,1994,25.23,20.73,55.53
Oman,OMN,1996,6.9,9.22,10.43
Oman,OMN,2000,11.61,17.16,13.39
Pakistan,PAK,1985,14.33,5.66,4.4
Pakistan,PAK,1986,14.9,5.27,4.49
Pakistan,PAK,1987,20.38,7.36,5.49
Pakistan,PAK,1988,16.46,8.34,5.4
Pakistan,PAK,1989,16.46,8.34,5.4
Pakistan,PAK,1990,16.46,8.27,5.45
Pakistan,PAK,1991,17.53,9.32,7.44
Pakistan,PAK,1992,20.54,11.21,7.12
Pakistan,PAK,1993,20.47,8.89,7.72
Pakistan,PAK,1994,21.04,9.19,7.48
Pakistan,PAK,1995,17.49,7.01,7.7
Pakistan,PAK,1996,17.5,7.03,7.69
Pakistan,PAK,1997,20.22,7.45,8.43
Pakistan,PAK,1998,20.5,7.86,8.16
Pakistan,PAK,1999,20.5,7.87,8.16
Pakistan,PAK,2000,21.08,6.97,7.56
Pakistan,PAK,2001,21.08,6.98,7.56
Pakistan,PAK,2002,22.48,10.99,7.8
Pakistan,PAK,2003,22.48,10.97,7.81
Pakistan,PAK,2004,26.46,12.51,8.16
Pakistan,PAK,2005,26.46,12.52,8.16
Pakistan,PAK,2006,30.91,14.07,8.79
Pakistan,PAK,2007,33.2,12.05,8.49
Pakistan,PAK,2008,34.29,12.37,7.48
Pakistan,PAK,2010,36.14,11.47,8.73
Pakistan,PAK,2011,37.3,11.59,8.95
Pakistan,PAK,2013,38.73,10.7,8.66
Pakistan,PAK,2014,39.14,13,9.1
Pakistan,PAK,2015,39.58,13.83,8.78
Pakistan,PAK,2016,39.95,14.16,8.83
Palau,PLW,1995,9.53,6.35,49.37
Palau,PLW,2000,16.32,7.02,45.24
Palestine,PSE,1996,29.75,8.23,14.12
Palestine,PSE,1997,32.43,5.85,15.12
Palestine,PSE,1998,31.87,5.89,14.33
Palestine,PSE,1999,36.94,5.28,16.11
Palestine,PSE,2000,39.43,5.11,16.26
Palestine,PSE,2001,33.82,5.52,16.26
Palestine,PSE,2002,32.96,5.74,16.46
Palestine,PSE,2003,37,5.21,17.22
Palestine,PSE,2004,38.36,6.05,17.67
Palestine,PSE,2005,37.02,5.33,16.59
Palestine,PSE,2006,38.53,6.66,17.13
Palestine,PSE,2007,44.3,7.78,17.19
Palestine,PSE,2008,38.61,0.85,18.82
Palestine,PSE,2012,35.6,5.65,18.82
Palestine,PSE,2013,32.93,6.07,18.67
Palestine,PSE,2015,25.59,6.74,20.37
Panama,PAN,1974,2.33,19.77,45.51
Panama,PAN,1975,3.05,19.39,47.46
Panama,PAN,1976,2.62,19.93,46.27
Panama,PAN,1977,3.45,19.87,45.28
Panama,PAN,1978,2.98,18.98,47.37
Panama,PAN,1979,4.78,20.59,46.92
Panama,PAN,1982,5.65,18.57,45.86
Panama,PAN,1983,5.66,18.15,44.67
Panama,PAN,1984,4.29,19.58,46.62
Panama,PAN,1985,4.71,20.02,47.69
Panama,PAN,1986,4.44,20.57,47.84
Panama,PAN,1992,3.62,19.91,45.37
Panama,PAN,1993,4.05,19.55,45.37
Panama,PAN,1994,3.93,19.36,44.56
Panama,PAN,1995,5.19,19.72,45.17
Panama,PAN,1996,4.17,21.24,44.88
Panama,PAN,1997,4.14,20.75,46.16
Panama,PAN,1998,3.49,19.63,45.45
Panama,PAN,1999,3.68,19.14,45.84
Panama,PAN,2000,3.4,17.53,45.53
Panama,PAN,2001,5.46,17.41,44.92
Panama,PAN,2002,5.96,19.02,46.03
Panama,PAN,2003,7.43,17.47,46.86
Panama,PAN,2004,6.57,17.72,46.89
Panama,PAN,2005,10.06,19.32,46.93
Panama,PAN,2006,10.07,17.4,47.02
Panama,PAN,2007,8.37,18.55,48.47
Panama,PAN,2008,10.45,17.85,48.56
Panama,PAN,2009,16.77,20.07,49.07
Panama,PAN,2010,16.51,19.54,48.58
Panama,PAN,2011,16.09,19.55,49.27
Panama,PAN,2012,19.89,18.83,49.75
Panama,PAN,2013,19.91,19.61,49.67
Panama,PAN,2014,21.22,20.62,50.51
Panama,PAN,2015,21.93,20.16,49.92
Panama,PAN,2016,23.65,22.41,49.3
Papua New Guinea,PNG,2010,39.36,18.51,57.82
Paraguay,PRY,1982,15.19,20.2,47.66
Paraguay,PRY,1983,4.93,23.38,49.16
Paraguay,PRY,1984,11.53,26.03,50.41
Paraguay,PRY,1985,8.32,26.65,51.69
Paraguay,PRY,1986,15.9,26.34,53.84
Paraguay,PRY,1987,13.33,28.4,52.62
Paraguay,PRY,1988,13.1,24.8,51.43
Paraguay,PRY,1989,14.57,25.97,51.84
Paraguay,PRY,1990,15.82,23.01,49.04
Paraguay,PRY,1991,13.5,21.4,48.38
Paraguay,PRY,1992,10.19,30.96,49.26
Paraguay,PRY,1993,13.41,22.53,50.49
Paraguay,PRY,1994,8.66,19.39,51.65
Paraguay,PRY,1995,37.16,19.38,52.35
Paraguay,PRY,1996,22.62,19.61,50.8
Paraguay,PRY,1997,17.51,21.28,50.29
Paraguay,PRY,1998,17.32,20.73,49.97
Paraguay,PRY,1999,19.92,23.22,50.93
Paraguay,PRY,2000,24.4,23.52,51.67
Paraguay,PRY,2001,24.4,23.52,51.67
Paraguay,PRY,2002,21.36,23.66,51.08
Paraguay,PRY,2003,23.9,24.9,50.39
Paraguay,PRY,2004,28.61,26.75,49.94
Paraguay,PRY,2005,26.86,22.27,51.54
Paraguay,PRY,2006,25.98,19.46,50.74
Paraguay,PRY,2007,31.15,19.17,50.49
Paraguay,PRY,2008,27.92,19.67,50.29
Paraguay,PRY,2009,29.17,22.94,49.82
Paraguay,PRY,2010,27.32,17.52,50.92
Paraguay,PRY,2011,31.2,20.34,50.81
Paraguay,PRY,2012,35.71,20.82,50.47
Paraguay,PRY,2013,29.92,19.68,53.22
Paraguay,PRY,2014,30,19.25,51.41
Paraguay,PRY,2015,30.03,20.71,52.13
Paraguay,PRY,2016,27.87,17.47,51.81
Peru,PER,2004,41.94,26.17,52.05
Peru,PER,2005,42.5,28.81,51.77
Peru,PER,2006,42.41,28.32,52.26
Peru,PER,2007,42.97,29.57,53.16
Peru,PER,2008,42.89,30.19,53.2
Peru,PER,2009,43.68,28.91,53.01
Peru,PER,2010,45.18,28.17,53.6
Peru,PER,2011,44.2,27.88,53.75
Peru,PER,2012,44.55,27.28,53.65
Peru,PER,2013,44.82,26.92,53.43
Peru,PER,2014,45.05,26.38,53.93
Peru,PER,2015,44.89,25.56,54.05
Peru,PER,2016,45.31,26.39,53.64
Philippines,PHL,1971,20.44,32.54,50.47
Philippines,PHL,1972,20.02,32.97,51.57
Philippines,PHL,1973,22.73,33.04,51.95
Philippines,PHL,1974,21.23,33.21,51.41
Philippines,PHL,1975,20.9,34.63,52.83
Philippines,PHL,1976,22.33,31.97,50.21
Philippines,PHL,1977,18.53,32.42,47.15
Philippines,PHL,1978,26.53,37.09,50.54
Philippines,PHL,1980,25.47,34.23,51.61
Philippines,PHL,1981,25.86,34.48,50.25
Philippines,PHL,1982,27.87,34.14,52.57
Philippines,PHL,1983,29.56,35.86,52.42
Philippines,PHL,1984,26.13,32.67,52.79
Philippines,PHL,1985,26.29,34.42,53.14
Philippines,PHL,1986,26.06,34.73,52.57
Philippines,PHL,1987,24.82,32.48,52.32
Philippines,PHL,1988,25.27,32.5,51.65
Philippines,PHL,1989,24.88,32.65,50.91
Philippines,PHL,1990,25.18,30.92,51.07
Philippines,PHL,1991,24.09,31.39,52.61
Philippines,PHL,1992,25.61,31.55,51.89
Philippines,PHL,1993,26.18,31.19,51.43
Philippines,PHL,1994,24.92,31.13,51.71
Philippines,PHL,1995,26.09,31.26,51.13
Philippines,PHL,1996,26.79,27.81,50.75
Philippines,PHL,1997,26.33,28.57,51.44
Philippines,PHL,1998,25.57,28.75,51.14
Philippines,PHL,1999,26.39,29.99,50.57
Philippines,PHL,2000,24.04,30.62,50.32
Philippines,PHL,2001,25.48,29.98,51.89
Philippines,PHL,2002,26.22,29.52,52.31
Philippines,PHL,2003,25.52,29.13,51.4
Philippines,PHL,2004,24.53,28.63,50.83
Philippines,PHL,2005,25.3,29.57,50.94
Philippines,PHL,2006,25.45,29.3,51.29
Philippines,PHL,2007,28.28,31.8,46.54
Philippines,PHL,2008,27.89,31.04,46.37
Philippines,PHL,2009,27.96,30.97,46.74
Philippines,PHL,2010,28.27,30.35,46.79
Philippines,PHL,2011,28.39,31.25,46.65
Philippines,PHL,2012,25.58,25.88,51.46
Philippines,PHL,2013,25.46,25.54,51.3
Philippines,PHL,2014,26.25,25.03,51.36
Philippines,PHL,2015,25.75,24.5,51.43
Philippines,PHL,2016,24.86,22.18,51.06
Poland,POL,1999,43.55,28.82,55.32
Poland,POL,2000,44.38,27.38,56.25
Poland,POL,2001,44.91,27.29,55.99
Poland,POL,2002,44.03,27.22,55.85
Poland,POL,2003,43.38,27.39,55.87
Poland,POL,2004,43.21,26.86,55.74
Poland,POL,2005,42.81,26.17,55.42
Poland,POL,2006,42.48,26.02,55.55
Poland,POL,2007,43.17,26.09,55.9
Poland,POL,2008,44.43,25.16,56.5
Poland,POL,2009,44.69,24.36,56.67
Poland,POL,2010,43.34,23.7,56.13
Poland,POL,2011,42.12,23.87,56.13
Poland,POL,2012,41.45,23.53,56.39
Poland,POL,2013,40.56,23.44,56.51
Poland,POL,2014,39.9,24.11,56.47
Poland,POL,2015,40.33,24.2,56.7
Poland,POL,2016,39.84,24.05,57.06
Portugal,PRT,1986,48.04,28.68,44.4
Portugal,PRT,1987,50.33,28.93,45.29
Portugal,PRT,1988,49.46,29.85,46.49
Portugal,PRT,1989,49.07,30.44,46.96
Portugal,PRT,1990,49.57,31.68,46.62
Portugal,PRT,1991,51.76,31.44,48.04
Portugal,PRT,1992,49.45,32.98,49.39
Portugal,PRT,1993,49.63,31.76,50.46
Portugal,PRT,1994,49.23,32.75,50.33
Portugal,PRT,1995,49.12,31.58,51.15
Portugal,PRT,1996,49.32,31.37,50.91
Portugal,PRT,1997,51.52,29.46,52.06
Portugal,PRT,1998,49.69,30.66,52.5
Portugal,PRT,1999,50.47,30.34,53.56
Portugal,PRT,2000,50.42,29.77,54.12
Portugal,PRT,2001,50.28,29.83,53.24
Portugal,PRT,2002,49.96,28.69,54.46
Portugal,PRT,2003,49.53,29.02,55.01
Portugal,PRT,2004,48.22,28.68,54.81
Portugal,PRT,2005,50.39,28.19,55.13
Portugal,PRT,2006,48.78,28.56,55.18
Portugal,PRT,2007,48.58,27.86,55.78
Portugal,PRT,2008,49.25,26.81,55.95
Portugal,PRT,2009,48.39,27.33,56.46
Portugal,PRT,2010,46.34,27.81,56.51
Portugal,PRT,2011,40.96,27.93,56.95
Portugal,PRT,2012,39.7,28.35,57.36
Portugal,PRT,2013,37.3,30.06,56.6
Portugal,PRT,2014,35.27,30.44,56.5
Portugal,PRT,2015,34.86,30.46,56.72
Portugal,PRT,2016,33.74,30.12,56.88
Puerto Rico,PRI,1970,4.55,28.7,36.79
Puerto Rico,PRI,1971,3.39,27.9,36.94
Puerto Rico,PRI,1972,3.77,28.33,36.82
Puerto Rico,PRI,1973,4.08,28.39,36.58
Puerto Rico,PRI,1974,4,29.39,36.97
Puerto Rico,PRI,1975,2.22,30.1,36.93
Puerto Rico,PRI,1976,2.27,34.41,37.91
Puerto Rico,PRI,1977,2.56,34.38,37.53
Puerto Rico,PRI,1978,2.78,33.33,37.35
Puerto Rico,PRI,1979,2.7,33.83,37.87
Puerto Rico,PRI,1980,2.44,33.17,39.31
Puerto Rico,PRI,1981,2.7,34.36,39.33
Puerto Rico,PRI,1982,2.86,35.96,39.11
Puerto Rico,PRI,1983,2.56,37.36,39.76
Puerto Rico,PRI,1984,2.56,35.6,40.04
Puerto Rico,PRI,1985,2.44,35.45,40.59
Puerto Rico,PRI,1986,2.56,35.12,41.46
Puerto Rico,PRI,1987,3.13,34.23,41.95
Puerto Rico,PRI,1988,2.86,35.19,42.9
Puerto Rico,PRI,1989,2.7,34.17,42.75
Puerto Rico,PRI,1990,2.86,32.77,42.26
Puerto Rico,PRI,1991,2.86,31.49,43.16
Puerto Rico,PRI,1992,2.94,32.07,44.27
Puerto Rico,PRI,1993,5.88,32.92,45.21
Puerto Rico,PRI,1994,2.78,31.51,44.75
Puerto Rico,PRI,1995,3.23,31.43,44.88
Puerto Rico,PRI,1996,3.33,31.12,45.54
Puerto Rico,PRI,1997,6.25,28.57,45.73
Puerto Rico,PRI,1998,3.57,26.91,46.81
Puerto Rico,PRI,1999,4,27.17,46.94
Puerto Rico,PRI,2000,4.55,27.8,47.39
Puerto Rico,PRI,2001,4.35,27.24,47.87
Puerto Rico,PRI,2002,4.35,26.07,48.63
Puerto Rico,PRI,2003,4.17,26.38,48.99
Puerto Rico,PRI,2004,3.85,24.79,49.43
Puerto Rico,PRI,2005,7.69,25.63,49.6
Puerto Rico,PRI,2006,11.11,25.82,49.75
Puerto Rico,PRI,2007,14.29,24.37,50.96
Puerto Rico,PRI,2008,16.67,24.66,50.72
Puerto Rico,PRI,2009,5.88,26.38,50
Puerto Rico,PRI,2010,5.88,28.86,50.33
Puerto Rico,PRI,2011,5.88,28.97,50.44
Qatar,QAT,2001,,1.14,23.09
Qatar,QAT,2006,,1.36,25.11
Qatar,QAT,2007,,1.12,25.3
Qatar,QAT,2008,0,0.69,26.09
Qatar,QAT,2009,0,1.03,23.02
Qatar,QAT,2011,0.27,0.91,25.89
Qatar,QAT,2012,0.3,1.04,25.48
Qatar,QAT,2013,0,1.05,25.52
Qatar,QAT,2015,0,1.43,27.89
Qatar,QAT,2016,0,1.54,27.82
Reunion,REU,2012,22.18,15.01,52.57
Romania,ROU,1997,51.51,35.91,51.47
Romania,ROU,1998,51.06,36.09,51.31
Romania,ROU,1999,51.13,36.28,51.8
Romania,ROU,2000,50.1,37.3,51.61
Romania,ROU,2001,50.34,38.08,50.25
Romania,ROU,2002,49.23,38.26,50.3
Romania,ROU,2003,48.11,37.8,50.14
Romania,ROU,2004,46.81,38.72,52.03
Romania,ROU,2005,46.45,36.91,51.35
Romania,ROU,2006,46.86,37.61,51.02
Romania,ROU,2007,47.57,35.57,51.41
Romania,ROU,2008,47.6,33.91,51.83
Romania,ROU,2009,47.32,32.76,51.9
Romania,ROU,2010,45.88,30.89,51.65
Romania,ROU,2011,47.27,30.92,51.74
Romania,ROU,2012,46.14,31.31,51.5
Romania,ROU,2013,45.6,31.18,51.35
Romania,ROU,2014,45.23,31.25,51.27
Romania,ROU,2015,43.19,30.33,51.17
Romania,ROU,2016,42.19,30.3,51.71
Russia,RUS,1997,30.73,36.71,56.5
Russia,RUS,1998,30.38,36.99,56.28
Russia,RUS,1999,39.69,36.93,56.42
Russia,RUS,2000,39.14,36.9,56.77
Russia,RUS,2001,37.58,37.42,56.65
Russia,RUS,2002,38.62,37.35,56.97
Russia,RUS,2003,37.15,36.08,58
Russia,RUS,2004,38.03,35.93,57.67
Russia,RUS,2005,38.54,35.2,58.18
Russia,RUS,2006,38.49,34.92,58.59
Russia,RUS,2007,38.18,34.25,58.38
Russia,RUS,2008,38.05,32.52,58.38
Russia,RUS,2009,37.53,32.22,58.32
Russia,RUS,2010,35.33,31.56,58.37
Russia,RUS,2011,36.38,30.83,58.41
Russia,RUS,2012,36.21,30.35,58.46
Russia,RUS,2013,37.81,29.97,58.13
Russia,RUS,2014,37.46,29.5,58.08
Russia,RUS,2015,37.09,28.92,57.94
Russia,RUS,2016,36.33,29.02,57.81
Rwanda,RWA,2002,58.67,14.55,36.64
Rwanda,RWA,2012,58.14,18.44,36.78
Saint Helena,SHN,1998,16.91,4.98,58.62
Saint Helena,SHN,2008,10.32,6.57,58.88
Saint Kitts and Nevis,KNA,1984,18.56,28.43,60.8
Saint Lucia,LCA,1994,29.47,43.49,53.21
Saint Lucia,LCA,1995,32.57,42.74,51.63
Saint Lucia,LCA,1996,32.92,36.97,52.45
Saint Lucia,LCA,1997,29.55,33.33,52.11
Saint Lucia,LCA,1998,30.5,31.9,51.32
Saint Lucia,LCA,1999,34.36,32.88,55.92
Saint Lucia,LCA,2000,30.73,32.53,54.52
Saint Lucia,LCA,2002,32.24,29.11,54.36
Saint Lucia,LCA,2003,28.22,25.59,52
Saint Lucia,LCA,2004,29.17,26.04,53.99
Saint Lucia,LCA,2005,27.78,23.69,54.1
Saint Lucia,LCA,2006,27.29,19.32,52.38
Saint Lucia,LCA,2015,15.55,20.02,52.21
Saint Lucia,LCA,2016,18.37,18.31,53.72
Saint Pierre and Miquelon,SPM,1974,,11.34,31.12
Samoa,WSM,1976,14.29,24.96,36.35
Samoa,WSM,2012,23.87,18.92,41.11
Samoa,WSM,2014,23.88,18.93,41.11
San Marino,SMR,1978,37.2,30.71,37.14
San Marino,SMR,1979,35.46,31.3,38.19
San Marino,SMR,1980,36.67,31.72,39.55
San Marino,SMR,1981,35.98,32.21,40.89
San Marino,SMR,1982,35.5,31.98,41.48
San Marino,SMR,1983,36.03,32.11,41.71
San Marino,SMR,1984,36.53,31.26,43.4
San Marino,SMR,1985,40,31.39,43.85
San Marino,SMR,1986,40.63,31.12,45.09
San Marino,SMR,1987,40.59,31.05,45.89
San Marino,SMR,1988,41.19,30.5,47.08
San Marino,SMR,1989,40.45,29.83,47.43
San Marino,SMR,1990,42.24,28.44,48.07
San Marino,SMR,1991,42.91,28.25,48.54
San Marino,SMR,1992,42.57,27.21,48.72
San Marino,SMR,1993,43.54,26.47,48.92
San Marino,SMR,1995,38.96,25.33,49.53
San Marino,SMR,1996,38.87,24.46,49.85
San Marino,SMR,1997,40.4,24.61,50.37
San Marino,SMR,1998,40,23.72,50.87
San Marino,SMR,1999,41.37,23.99,51.53
San Marino,SMR,2001,34.09,23.71,52.13
San Marino,SMR,2002,30.95,23.52,52.05
San Marino,SMR,2003,25,23.99,52.44
San Marino,SMR,2004,29.11,24.16,52.51
San Marino,SMR,2005,27.96,24.27,51.8
San Marino,SMR,2006,27.96,24.59,51.52
San Marino,SMR,2007,29.27,23.91,51.58
San Marino,SMR,2008,28.95,23.51,51.44
San Marino,SMR,2009,25.97,23.4,51.68
San Marino,SMR,2010,30.88,23.01,52.2
San Marino,SMR,2015,34.85,23.43,53.38
San Marino,SMR,2016,36.23,22.67,53.31
Sao Tome and Principe,STP,1978,49.66,7,23.46
Sao Tome and Principe,STP,1979,41.59,22.55,20.16
Sao Tome and Principe,STP,1980,52.52,14.07,32.46
Sao Tome and Principe,STP,1981,48.36,12.32,27.12
Sao Tome and Principe,STP,1982,42.02,8.97,34.3
Sao Tome and Principe,STP,1983,39.43,14.58,36.98
Sao Tome and Principe,STP,1984,41.98,5.66,30.83
Saudi Arabia,SAU,1999,2.22,1.16,18.97
Saudi Arabia,SAU,2000,5.09,1,17.5
Saudi Arabia,SAU,2001,1.74,0.71,18.03
Saudi Arabia,SAU,2002,1.77,0.8,17.79
Saudi Arabia,SAU,2006,1.45,0.72,18.35
Saudi Arabia,SAU,2007,1.38,0.93,18.19
Saudi Arabia,SAU,2008,0.16,0.89,17.77
Saudi Arabia,SAU,2009,0.5,0.95,17.25
Saudi Arabia,SAU,2011,,1.19,17.51
Saudi Arabia,SAU,2012,0.6,0.76,17.95
Saudi Arabia,SAU,2013,0.68,1.02,17.76
Saudi Arabia,SAU,2014,0.69,0.95,17.92
Saudi Arabia,SAU,2015,1.25,0.95,19.03
Saudi Arabia,SAU,2016,0.35,1.18,19.55
Senegal,SEN,2006,34.32,11.66,41.12
Senegal,SEN,2011,45.73,25.41,44.6
Serbia,SRB,2004,41.89,28.68,48.78
Serbia,SRB,2005,40.19,25.5,48.43
Serbia,SRB,2006,38.25,26.04,50.67
Serbia,SRB,2007,39.18,27.81,51.17
Serbia,SRB,2008,44.4,26.32,51.04
Serbia,SRB,2009,41.72,26.01,52.84
Serbia,SRB,2010,40.15,28.68,50.01
Serbia,SRB,2011,38.38,25.83,51.97
Serbia,SRB,2012,37.86,27.02,51.14
Serbia,SRB,2013,39.36,27.99,50.54
Serbia,SRB,2014,38.64,29.66,50.61
Serbia,SRB,2015,36.06,29.75,51.36
Serbia,SRB,2016,37.93,29.13,51.8
Seychelles,SYC,2011,9.23,28.6,55.77
Seychelles,SYC,2015,20.74,25.47,55.43
Sierra Leone,SLE,2014,52.27,7.11,62.45
Singapore,SGP,1974,29.03,38.23,28.31
Singapore,SGP,1975,28.74,33.57,27.8
Singapore,SGP,1976,23.86,34.47,29.53
Singapore,SGP,1977,25.25,37.5,29.16
Singapore,SGP,1978,26.14,39.07,30.14
Singapore,SGP,1979,28.48,38.34,31.19
Singapore,SGP,1980,24.82,39.43,32.84
Singapore,SGP,1981,26.72,38.28,34.12
Singapore,SGP,1982,30.89,36.58,34.91
Singapore,SGP,1983,23.02,35.8,35.68
Singapore,SGP,1984,23.16,35.66,36.98
Singapore,SGP,1985,23.26,34.51,37.56
Singapore,SGP,1986,25.74,35.88,38.44
Singapore,SGP,1987,20.91,38.17,38.18
Singapore,SGP,1988,18.97,38.63,39.15
Singapore,SGP,1989,15.87,38.41,40.14
Singapore,SGP,1991,16.28,37.18,41.32
Singapore,SGP,1992,12,37.12,41.79
Singapore,SGP,1993,7.69,36.02,42.44
Singapore,SGP,1994,18.37,34.94,42.8
Singapore,SGP,1995,19.51,31.25,42.07
Singapore,SGP,1996,20.59,35.74,43.99
Singapore,SGP,1997,15.79,34.41,41.57
Singapore,SGP,1998,19.69,33.79,42.38
Singapore,SGP,1999,18.12,34.28,42.53
Singapore,SGP,2001,23.4,32.76,43.7
Singapore,SGP,2002,19.55,32.87,43.23
Singapore,SGP,2003,24.64,33.04,43.74
Singapore,SGP,2004,20.44,33,43.94
Singapore,SGP,2006,,31.87,45.49
Singapore,SGP,2007,,32.32,45.53
Singapore,SGP,2008,,31.56,46.7
Singapore,SGP,2011,,31.5,47.43
Singapore,SGP,2012,,32.29,47.41
Singapore,SGP,2013,,33.62,47.22
Singapore,SGP,2014,,32.14,47.57
Singapore,SGP,2015,,32.94,48.12
Slovakia,SVK,1994,31.11,32.56,56.52
Slovakia,SVK,1995,30.82,32.68,55.69
Slovakia,SVK,1996,31.87,32.05,56.24
Slovakia,SVK,1997,31.34,31.2,57.62
Slovakia,SVK,1998,30.71,30.82,57.84
Slovakia,SVK,1999,28.88,30.84,58.03
Slovakia,SVK,2000,27.49,31.39,57.7
Slovakia,SVK,2001,27.95,31.29,57.92
Slovakia,SVK,2002,29.98,31.22,57.34
Slovakia,SVK,2003,28.56,30.66,57.68
Slovakia,SVK,2004,24.64,30.38,57.34
Slovakia,SVK,2005,24.61,28.87,56.71
Slovakia,SVK,2006,23.9,27.99,56.26
Slovakia,SVK,2007,23.45,27.1,57.21
Slovakia,SVK,2008,24.23,26.74,57.72
Slovakia,SVK,2009,24.95,25.68,56.95
Slovakia,SVK,2010,24.36,25.32,57.66
Slovakia,SVK,2011,20.48,25.12,57.45
Slovakia,SVK,2012,22.55,24.49,57.59
Slovakia,SVK,2013,22.25,23.78,57.72
Slovakia,SVK,2014,21.37,24.89,56.88
Slovakia,SVK,2015,18.43,25.43,56.94
Slovakia,SVK,2016,21.84,25.88,57.1
Slovenia,SVN,1996,43.98,35.9,56.69
Slovenia,SVN,1997,47.7,34.79,55.8
Slovenia,SVN,1998,47.24,35.06,55.27
Slovenia,SVN,1999,46.53,33.82,54.94
Slovenia,SVN,2000,46.72,34.84,54.34
Slovenia,SVN,2001,44.59,34.28,54.51
Slovenia,SVN,2002,45.87,33.9,54.78
Slovenia,SVN,2003,44.95,32.02,54.98
Slovenia,SVN,2004,45.83,32.12,55.38
Slovenia,SVN,2005,45.64,31.32,55.68
Slovenia,SVN,2006,43.79,30.32,55.59
Slovenia,SVN,2007,46.66,29.42,55.03
Slovenia,SVN,2008,44.37,29.32,55.74
Slovenia,SVN,2009,45.28,30.07,55.12
Slovenia,SVN,2010,44.3,28.93,55.49
Slovenia,SVN,2011,42.37,26.62,56.63
Slovenia,SVN,2012,42.92,27.07,55.86
Slovenia,SVN,2013,43.81,26.85,55.2
Slovenia,SVN,2014,45.5,26.3,55.52
Slovenia,SVN,2015,45.66,25.9,55.69
Slovenia,SVN,2016,38.55,26.87,57.58
South Africa,ZAF,2000,44.51,21.64,51.8
South Africa,ZAF,2001,29.37,22.88,52.61
South Africa,ZAF,2002,33.73,22.56,50.78
South Africa,ZAF,2003,30.12,22.68,51.67
South Africa,ZAF,2004,33.77,23.34,50.4
South Africa,ZAF,2005,34.27,22.72,51.28
South Africa,ZAF,2006,39.15,22.91,51.12
South Africa,ZAF,2007,31.44,22.41,52.6
South Africa,ZAF,2008,31.99,22.05,51.76
South Africa,ZAF,2009,31.35,22.8,51.98
South Africa,ZAF,2010,33.7,23.16,50.66
South Africa,ZAF,2011,32.69,23.37,50.87
South Africa,ZAF,2012,32.34,22.79,50.82
South Africa,ZAF,2013,30.89,23.29,51.65
South Africa,ZAF,2014,30.23,22.59,51.58
South Africa,ZAF,2015,33.08,21.59,52.02
South Africa,ZAF,2016,30.35,22.26,51.49
South Korea,KOR,1970,41.62,25.88,34.91
South Korea,KOR,1971,41.82,27.04,34.49
South Korea,KOR,1972,42.95,26.14,33.32
South Korea,KOR,1973,42.13,31.48,34.97
South Korea,KOR,1974,41.51,29.52,35.92
South Korea,KOR,1975,41.53,27.96,36.23
South Korea,KOR,1976,42.64,31.96,37.7
South Korea,KOR,1977,41.59,32.42,35.33
South Korea,KOR,1978,44.1,31.81,36.72
South Korea,KOR,1979,44.57,31.97,37.78
