Entity,Code,Year,"Health expenditure, public (% of total health expenditure) (% of total health expenditure)"
Fragile and conflict affected situations,,2005,45.0746138069508
Fragile and conflict affected situations,,2006,42.803237381471
Fragile and conflict affected situations,,2007,43.4923704617986
Fragile and conflict affected situations,,2008,45.6526676720394
Fragile and conflict affected situations,,2009,44.7353675293499
Fragile and conflict affected situations,,2010,45.1386473725737
Fragile and conflict affected situations,,2011,44.8500594348152
Fragile and conflict affected situations,,2012,47.786101822189
Fragile and conflict affected situations,,2013,47.2885709439869
Fragile and conflict affected situations,,2014,45.763111204021
France,FRA,1995,79.68528394
France,FRA,1996,79.56294611
France,FRA,1997,79.64358705
France,FRA,1998,79.51801171
France,FRA,1999,79.44941812
France,FRA,2000,79.38474318
France,FRA,2001,79.38448088
France,FRA,2002,79.66153175
France,FRA,2003,77.93985635
France,FRA,2004,77.89864324
France,FRA,2005,77.98515055
France,FRA,2006,77.62382348
France,FRA,2007,77.69448707
France,FRA,2008,77.28891067
France,FRA,2009,77.53601832
France,FRA,2010,77.51125259
France,FRA,2011,77.02885488
France,FRA,2012,77.15761662
France,FRA,2013,77.08024123
France,FRA,2014,78.20528559
Gabon,GAB,1995,36.10186702
Gabon,GAB,1996,37.87367913
Gabon,GAB,1997,39.65587944
Gabon,GAB,1998,40.79939294
Gabon,GAB,1999,34.48500354
Gabon,GAB,2000,39.97147141
Gabon,GAB,2001,39.80984356
Gabon,GAB,2002,37.50890096
Gabon,GAB,2003,42.18374553
Gabon,GAB,2004,41.7985025
Gabon,GAB,2005,40.46819069
Gabon,GAB,2006,42.85493293
Gabon,GAB,2007,44.32597621
Gabon,GAB,2008,42.44058299
Gabon,GAB,2009,45.16121383
Gabon,GAB,2010,71.67154303
Gabon,GAB,2011,67.35758858
Gabon,GAB,2012,70.57821093
Gabon,GAB,2013,73.60283294
Gabon,GAB,2014,68.38110054
Gambia,GMB,1995,31.95771302
Gambia,GMB,1996,26.61808147
Gambia,GMB,1997,29.57962189
Gambia,GMB,1998,33.79014464
Gambia,GMB,1999,35.15015684
Gambia,GMB,2000,34.17481233
Gambia,GMB,2001,41.89802675
Gambia,GMB,2002,37.51963428
Gambia,GMB,2003,50.3408442
Gambia,GMB,2004,57.78652965
Gambia,GMB,2005,58.33864895
Gambia,GMB,2006,58.7499614
Gambia,GMB,2007,59.06824011
Gambia,GMB,2008,59.32184263
Gambia,GMB,2009,59.52866461
Gambia,GMB,2010,59.700557
Gambia,GMB,2011,59.8456795
Gambia,GMB,2012,59.96983391
Gambia,GMB,2013,64.42061585
Gambia,GMB,2014,68.73756188
Georgia,GEO,1995,5.21534117
Georgia,GEO,1996,11.67026382
Georgia,GEO,1997,18.66476721
Georgia,GEO,1998,18.26069612
Georgia,GEO,1999,18.1209876
Georgia,GEO,2000,17.01327833
Georgia,GEO,2001,17.76065003
Georgia,GEO,2002,16.05296399
Georgia,GEO,2003,14.81745698
Georgia,GEO,2004,15.32329946
Georgia,GEO,2005,19.17127461
Georgia,GEO,2006,21.10573205
Georgia,GEO,2007,17.74907536
Georgia,GEO,2008,19.79245951
Georgia,GEO,2009,22.27005815
Georgia,GEO,2010,22.78177458
Georgia,GEO,2011,18.12609457
Georgia,GEO,2012,14.12168804
Georgia,GEO,2013,17.6080588
Georgia,GEO,2014,20.93571372
Germany,DEU,1995,81.41784178
Germany,DEU,1996,81.87860104
Germany,DEU,1997,80.583458
Germany,DEU,1998,80.00933239
Germany,DEU,1999,79.73521998
Germany,DEU,2000,79.17093406
Germany,DEU,2001,79.11847622
Germany,DEU,2002,78.66985254
Germany,DEU,2003,78.08544673
Germany,DEU,2004,76.36602218
Germany,DEU,2005,76.12709406
Germany,DEU,2006,75.99379359
Germany,DEU,2007,75.95492795
Germany,DEU,2008,76.03332482
Germany,DEU,2009,76.38049274
Germany,DEU,2010,76.218149
Germany,DEU,2011,75.98849505
Germany,DEU,2012,76.06600795
Germany,DEU,2013,76.75454612
Germany,DEU,2014,76.98713648
Ghana,GHA,1995,52.5842832
Ghana,GHA,1996,58.6037303
Ghana,GHA,1997,47.9250651
Ghana,GHA,1998,54.85746686
Ghana,GHA,1999,51.72487297
Ghana,GHA,2000,49.96756801
Ghana,GHA,2001,57.46209023
Ghana,GHA,2002,49.099765
Ghana,GHA,2003,50.59591701
Ghana,GHA,2004,60.62194517
Ghana,GHA,2005,64.86343479
Ghana,GHA,2006,65.6595646
Ghana,GHA,2007,70.36935571
Ghana,GHA,2008,66.44530468
Ghana,GHA,2009,71.04063484
Ghana,GHA,2010,71.78482615
Ghana,GHA,2011,74.37504675
Ghana,GHA,2012,65.56659081
Ghana,GHA,2013,70.08257332
Ghana,GHA,2014,59.84566773
Greece,GRC,1995,52.04108164
Greece,GRC,1996,52.95235832
Greece,GRC,1997,52.84066173
Greece,GRC,1998,52.05852674
Greece,GRC,1999,53.41734891
Greece,GRC,2000,60.01117527
Greece,GRC,2001,60.7555659
Greece,GRC,2002,57.99298246
Greece,GRC,2003,59.78832543
Greece,GRC,2004,59.12454144
Greece,GRC,2005,60.11151619
Greece,GRC,2006,62.03166486
Greece,GRC,2007,60.34805646
Greece,GRC,2008,59.94445935
Greece,GRC,2009,69.45503062
Greece,GRC,2010,67.68038597
Greece,GRC,2011,68.3880238
Greece,GRC,2012,67.88639206
Greece,GRC,2013,65.53228484
Greece,GRC,2014,61.66346536
Grenada,GRD,1995,43.52821532
Grenada,GRD,1996,43.38826167
Grenada,GRD,1997,43.5319114
Grenada,GRD,1998,42.90651706
Grenada,GRD,1999,47.63182106
Grenada,GRD,2000,52.03277205
Grenada,GRD,2001,58.84972997
Grenada,GRD,2002,52.81380924
Grenada,GRD,2003,51.83475608
Grenada,GRD,2004,51.58521061
Grenada,GRD,2005,53.03149723
Grenada,GRD,2006,53.53199483
Grenada,GRD,2007,49.31727523
Grenada,GRD,2008,46.70147405
Grenada,GRD,2009,49.21545642
Grenada,GRD,2010,48.39580823
Grenada,GRD,2011,47.88094348
Grenada,GRD,2012,47.91797368
Grenada,GRD,2013,45.22526792
Grenada,GRD,2014,46.36825813
Guatemala,GTM,1995,40.01686527
Guatemala,GTM,1996,38.23274844
Guatemala,GTM,1997,41.06410825
Guatemala,GTM,1998,43.72423346
Guatemala,GTM,1999,42.51350967
Guatemala,GTM,2000,36.29766772
Guatemala,GTM,2001,32.03879796
Guatemala,GTM,2002,31.71410846
Guatemala,GTM,2003,32.69520247
Guatemala,GTM,2004,32.31380036
Guatemala,GTM,2005,31.69508575
Guatemala,GTM,2006,33.78537532
Guatemala,GTM,2007,33.0834336
Guatemala,GTM,2008,34.89017746
Guatemala,GTM,2009,37.08133145
Guatemala,GTM,2010,35.78408577
Guatemala,GTM,2011,34.26482454
Guatemala,GTM,2012,33.93318892
Guatemala,GTM,2013,36.87715688
Guatemala,GTM,2014,37.64294756
Guinea,GIN,1995,35.23995877
Guinea,GIN,1996,24.58208478
Guinea,GIN,1997,24.69588552
Guinea,GIN,1998,27.95763674
Guinea,GIN,1999,30.27082795
Guinea,GIN,2000,31.70966643
Guinea,GIN,2001,34.77419475
Guinea,GIN,2002,34.904606
Guinea,GIN,2003,38.10992656
Guinea,GIN,2004,28.03791443
Guinea,GIN,2005,19.66571257
Guinea,GIN,2006,22.03190293
Guinea,GIN,2007,13.58706443
Guinea,GIN,2008,24.46564153
Guinea,GIN,2009,34.98749586
Guinea,GIN,2010,44.24252102
Guinea,GIN,2011,41.79158896
Guinea,GIN,2012,38.93178758
Guinea,GIN,2013,43.29461948
Guinea,GIN,2014,48.47374193
Guinea-Bissau,GNB,1995,24.74882675
Guinea-Bissau,GNB,1996,30.3192717
Guinea-Bissau,GNB,1997,33.47413876
Guinea-Bissau,GNB,1998,31.25398209
Guinea-Bissau,GNB,1999,25.34487673
Guinea-Bissau,GNB,2000,10.45350957
Guinea-Bissau,GNB,2001,9.59731843
Guinea-Bissau,GNB,2002,22.09963845
Guinea-Bissau,GNB,2003,23.06673805
Guinea-Bissau,GNB,2004,15.80016052
Guinea-Bissau,GNB,2005,18.95551638
Guinea-Bissau,GNB,2006,18.18897715
Guinea-Bissau,GNB,2007,22.33464791
Guinea-Bissau,GNB,2008,19.13765123
Guinea-Bissau,GNB,2009,28.15896844
Guinea-Bissau,GNB,2010,27.6111304
Guinea-Bissau,GNB,2011,19.18903204
Guinea-Bissau,GNB,2012,26.6944366
Guinea-Bissau,GNB,2013,26.46824802
Guinea-Bissau,GNB,2014,20.47370256
Guyana,GUY,1995,81.39727007
Guyana,GUY,1996,81.72634134
Guyana,GUY,1997,82.93917444
Guyana,GUY,1998,81.85132255
Guyana,GUY,1999,81.53289433
Guyana,GUY,2000,84.73694113
Guyana,GUY,2001,84.08743361
Guyana,GUY,2002,84.77324188
Guyana,GUY,2003,79.58239515
Guyana,GUY,2004,79.39908508
Guyana,GUY,2005,74.81189649
Guyana,GUY,2006,65.2132845
Guyana,GUY,2007,72.6090218
Guyana,GUY,2008,74.98752005
Guyana,GUY,2009,72.41488396
Guyana,GUY,2010,67.55446885
Guyana,GUY,2011,67.25642802
Guyana,GUY,2012,66.09850022
Guyana,GUY,2013,56.83018525
Guyana,GUY,2014,59.44769257
Haiti,HTI,1995,40.89219331
Haiti,HTI,1996,38.11107416
Haiti,HTI,1997,39.41475067
Haiti,HTI,1998,33.90728477
Haiti,HTI,1999,30.02043945
Haiti,HTI,2000,27.72340426
Haiti,HTI,2001,26.15002072
Haiti,HTI,2002,25.81474202
Haiti,HTI,2003,29.81637715
Haiti,HTI,2004,36.16262838
Haiti,HTI,2005,21.29354577
Haiti,HTI,2006,23.78325474
Haiti,HTI,2007,23.87263404
Haiti,HTI,2008,22.89578023
Haiti,HTI,2009,20.5528
Haiti,HTI,2010,17.4261484
Haiti,HTI,2011,17.3436605
Haiti,HTI,2012,9.91855758
Haiti,HTI,2013,21.28328129
Haiti,HTI,2014,20.64038902
Heavily indebted poor countries (HIPC),,1995,36.7178517076026
Heavily indebted poor countries (HIPC),,1996,36.8298960837076
Heavily indebted poor countries (HIPC),,1997,35.9162296233265
Heavily indebted poor countries (HIPC),,1998,36.7870900186968
Heavily indebted poor countries (HIPC),,1999,36.3473912150209
Heavily indebted poor countries (HIPC),,2000,37.1550405546652
Heavily indebted poor countries (HIPC),,2001,41.3361021758316
Heavily indebted poor countries (HIPC),,2002,41.1297160415058
Heavily indebted poor countries (HIPC),,2003,41.8960269701426
Heavily indebted poor countries (HIPC),,2004,41.968000798966
Heavily indebted poor countries (HIPC),,2005,43.8968449542679
Heavily indebted poor countries (HIPC),,2006,43.7081591492572
Heavily indebted poor countries (HIPC),,2007,41.8396426838865
Heavily indebted poor countries (HIPC),,2008,41.5198819335548
Heavily indebted poor countries (HIPC),,2009,41.7066083486703
Heavily indebted poor countries (HIPC),,2010,42.827063414751
Heavily indebted poor countries (HIPC),,2011,43.6758504607827
Heavily indebted poor countries (HIPC),,2012,42.7366290723312
Heavily indebted poor countries (HIPC),,2013,43.2818539911099
Heavily indebted poor countries (HIPC),,2014,42.8629095671257
High income,,1995,63.3944590897788
High income,,1996,62.6853378484043
High income,,1997,61.3231785462541
High income,,1998,60.0920482019441
High income,,1999,59.889795383153
High income,,2000,59.2278234796457
High income,,2001,59.0845906264973
High income,,2002,58.8256883471383
High income,,2003,59.3334608597047
High income,,2004,59.9795816471639
High income,,2005,60.0272496490855
High income,,2006,60.377078718188
High income,,2007,60.7409272497105
High income,,2008,61.8449616348751
High income,,2009,62.5257723502468
High income,,2010,62.5493655335123
High income,,2011,62.8244840067134
High income,,2012,62.2914593830168
High income,,2013,62.2374175225474
High income,,2014,62.2973137469513
Honduras,HND,1995,53.69959582
Honduras,HND,1996,49.58523256
Honduras,HND,1997,48.58372725
Honduras,HND,1998,51.91686037
Honduras,HND,1999,46.71655979
Honduras,HND,2000,54.22387863
Honduras,HND,2001,52.58893024
Honduras,HND,2002,53.63549539
Honduras,HND,2003,57.06410747
Honduras,HND,2004,53.33066248
Honduras,HND,2005,49.98214229
Honduras,HND,2006,45.71232764
Honduras,HND,2007,46.10269641
Honduras,HND,2008,44.34480334
Honduras,HND,2009,51.51421451
Honduras,HND,2010,49.8828463
Honduras,HND,2011,45.71466145
Honduras,HND,2012,45.53901357
Honduras,HND,2013,48.71022483
Honduras,HND,2014,50.64766811
Hungary,HUN,1995,83.96091516
Hungary,HUN,1996,81.60386863
Hungary,HUN,1997,81.28369272
Hungary,HUN,1998,74.78126267
Hungary,HUN,1999,72.37444121
Hungary,HUN,2000,70.73619129
Hungary,HUN,2001,68.97776916
Hungary,HUN,2002,70.21206533
Hungary,HUN,2003,71.08632146
Hungary,HUN,2004,69.60024505
Hungary,HUN,2005,70.02971572
Hungary,HUN,2006,69.76781104
Hungary,HUN,2007,67.2588882
Hungary,HUN,2008,67.05197308
Hungary,HUN,2009,65.6828147
Hungary,HUN,2010,65.18698472
Hungary,HUN,2011,64.15647176
Hungary,HUN,2012,63.43266843
Hungary,HUN,2013,65.17401904
Hungary,HUN,2014,65.98063036
IBRD only,,1995,49.7263116877721
IBRD only,,1996,49.2797263225477
IBRD only,,1997,49.6099955882147
IBRD only,,1998,48.1320053605586
IBRD only,,1999,47.6216744831475
IBRD only,,2000,46.3217486266124
IBRD only,,2001,46.0531246822436
IBRD only,,2002,46.204268609312
IBRD only,,2003,46.0430533996908
IBRD only,,2004,47.1241491011015
IBRD only,,2005,46.8626098852952
IBRD only,,2006,48.1537358647573
IBRD only,,2007,50.0773898097473
IBRD only,,2008,51.1031372667873
IBRD only,,2009,52.0183075724076
IBRD only,,2010,51.8605279689058
IBRD only,,2011,52.304754957828
IBRD only,,2012,52.6032100184505
IBRD only,,2013,52.7390215497246
IBRD only,,2014,52.7920760336249
IDA & IBRD total,,1995,48.7064710527212
IDA & IBRD total,,1996,48.1217989163676
IDA & IBRD total,,1997,48.5985679744372
IDA & IBRD total,,1998,47.1163238624431
IDA & IBRD total,,1999,46.943620077624
IDA & IBRD total,,2000,45.8464604911065
IDA & IBRD total,,2001,45.7003582094772
IDA & IBRD total,,2002,45.7847616062754
IDA & IBRD total,,2003,45.4457106744776
IDA & IBRD total,,2004,46.6105698286043
IDA & IBRD total,,2005,46.3144768935085
IDA & IBRD total,,2006,47.5431840137094
IDA & IBRD total,,2007,49.2993686072662
IDA & IBRD total,,2008,50.3829454743789
IDA & IBRD total,,2009,51.219988861147
IDA & IBRD total,,2010,51.1189120443199
IDA & IBRD total,,2011,51.6487611168953
IDA & IBRD total,,2012,51.9794295521608
IDA & IBRD total,,2013,51.9867293915032
IDA & IBRD total,,2014,52.0146559099119
IDA blend,,1995,30.8304186336885
IDA blend,,1996,28.3243389411927
IDA blend,,1997,30.0565659293121
IDA blend,,1998,29.2776487704849
IDA blend,,1999,31.8517694779534
IDA blend,,2000,35.9296865907719
IDA blend,,2001,35.1802785861267
IDA blend,,2002,34.758746184248
IDA blend,,2003,29.8130088723694
IDA blend,,2004,35.3278225834667
IDA blend,,2005,31.8093988000391
IDA blend,,2006,32.751338249438
IDA blend,,2007,32.4649269987233
IDA blend,,2008,35.4713256458927
IDA blend,,2009,33.4513036628257
IDA blend,,2010,32.8058256666167
IDA blend,,2011,36.995896406932
IDA blend,,2012,39.6174340481373
IDA blend,,2013,35.4322729384124
IDA blend,,2014,36.0714898044882
IDA only,,1995,36.8999993375895
IDA only,,1996,36.7880502344026
IDA only,,1997,37.010893883786
IDA only,,1998,37.8149683801662
IDA only,,1999,37.1360836181248
IDA only,,2000,38.0792644206826
IDA only,,2001,41.5188945697598
IDA only,,2002,41.1912616322102
IDA only,,2003,41.6384802768682
IDA only,,2004,41.4515942528232
IDA only,,2005,42.2376178923314
IDA only,,2006,42.3711969777018
IDA only,,2007,40.9520021505877
IDA only,,2008,40.4257819630231
IDA only,,2009,40.0385930722195
IDA only,,2010,40.8956831198219
IDA only,,2011,41.0925382390449
IDA only,,2012,40.3682891514406
IDA only,,2013,39.9079514481808
IDA only,,2014,39.5013072528461
IDA total,,1995,33.9803168190583
IDA total,,1996,32.238478782321
IDA total,,1997,33.2022017789104
IDA total,,1998,33.0529863679756
IDA total,,1999,35.0130024158689
IDA total,,2000,37.2094641202586
IDA total,,2001,38.9495575959109
IDA total,,2002,38.6571565592456
IDA total,,2003,36.3960723114329
IDA total,,2004,38.7408559324535
IDA total,,2005,37.5170877259484
IDA total,,2006,37.9589854951485
IDA total,,2007,36.9522490080536
IDA total,,2008,38.2172296956684
IDA total,,2009,37.2753376057735
IDA total,,2010,37.5652140847951
IDA total,,2011,39.3010176620569
IDA total,,2012,40.0419840587846
IDA total,,2013,37.857502180312
IDA total,,2014,37.9131999886017
Iceland,ISL,1995,83.93326891
Iceland,ISL,1996,83.2529394
Iceland,ISL,1997,82.06068001
Iceland,ISL,1998,80.57590321
Iceland,ISL,1999,82.38845562
Iceland,ISL,2000,81.34731181
Iceland,ISL,2001,81.17800906
Iceland,ISL,2002,81.92852919
Iceland,ISL,2003,81.70521835
Iceland,ISL,2004,81.29953843
Iceland,ISL,2005,81.42975306
Iceland,ISL,2006,81.98271747
Iceland,ISL,2007,82.54894016
Iceland,ISL,2008,82.63093985
Iceland,ISL,2009,82.00514486
Iceland,ISL,2010,80.35766899
Iceland,ISL,2011,80.57357397
Iceland,ISL,2012,80.54619176
Iceland,ISL,2013,80.73082891
Iceland,ISL,2014,81.04268501
India,IND,1995,26.16589999
India,IND,1996,25.83294137
India,IND,1997,25.24760706
India,IND,1998,25.70454343
India,IND,1999,28.07904655
India,IND,2000,26.09067894
India,IND,2001,23.97406264
India,IND,2002,23.3070909
India,IND,2003,22.92381912
India,IND,2004,24.23336347
India,IND,2005,26.48788938
India,IND,2006,26.15243644
India,IND,2007,26.01662409
India,IND,2008,26.79439947
India,IND,2009,27.90320724
India,IND,2010,27.1285671
India,IND,2011,27.13774505
India,IND,2012,26.97337478
India,IND,2013,28.41362412
India,IND,2014,30.03652267
Indonesia,IDN,1995,36.24240091
Indonesia,IDN,1996,36.5837528
Indonesia,IDN,1997,35.1557171
Indonesia,IDN,1998,34.44968508
Indonesia,IDN,1999,34.82788752
Indonesia,IDN,2000,36.63098222
Indonesia,IDN,2001,43.17085221
Indonesia,IDN,2002,38.97834405
Indonesia,IDN,2003,40.07149395
Indonesia,IDN,2004,39.48355253
Indonesia,IDN,2005,28.79325244
Indonesia,IDN,2006,31.41262179
Indonesia,IDN,2007,36.35458922
Indonesia,IDN,2008,35.84523726
Indonesia,IDN,2009,36.08437634
Indonesia,IDN,2010,37.69159019
Indonesia,IDN,2011,37.92302764
Indonesia,IDN,2012,39.60620686
Indonesia,IDN,2013,39.42794358
Indonesia,IDN,2014,37.77973768
Iran,IRN,1995,44.75630565
Iran,IRN,1996,47.41189143
Iran,IRN,1997,48.53627399
Iran,IRN,1998,48.53864415
Iran,IRN,1999,42.40478635
Iran,IRN,2000,41.63832425
Iran,IRN,2001,43.69033385
Iran,IRN,2002,40.62274676
Iran,IRN,2003,43.35887266
Iran,IRN,2004,38.0340326
Iran,IRN,2005,38.48330681
Iran,IRN,2006,43.19577246
Iran,IRN,2007,41.4769836
Iran,IRN,2008,38.79936511
Iran,IRN,2009,37.72686263
Iran,IRN,2010,33.47797094
Iran,IRN,2011,34.79626968
Iran,IRN,2012,38.48315993
Iran,IRN,2013,42.10906422
Iran,IRN,2014,41.2013656
Iraq,IRQ,2003,45.35974714
Iraq,IRQ,2004,72.1739696
Iraq,IRQ,2005,67.35075553
Iraq,IRQ,2006,63.80582609
Iraq,IRQ,2007,69.4852451
Iraq,IRQ,2008,74.8370895
Iraq,IRQ,2009,74.26433864
Iraq,IRQ,2010,73.89801375
Iraq,IRQ,2011,75.0715255
Iraq,IRQ,2012,62.30939602
Iraq,IRQ,2013,62.82512328
Iraq,IRQ,2014,60.26765519
Ireland,IRL,1995,72.52124646
Ireland,IRL,1996,71.53322868
Ireland,IRL,1997,74.94766225
Ireland,IRL,1998,74.67935457
Ireland,IRL,1999,75.25491624
Ireland,IRL,2000,74.09675444
Ireland,IRL,2001,74.43739898
Ireland,IRL,2002,75.46157149
Ireland,IRL,2003,76.65952891
Ireland,IRL,2004,76.25861618
Ireland,IRL,2005,75.97150259
Ireland,IRL,2006,75.36307831
Ireland,IRL,2007,75.6921633
Ireland,IRL,2008,75.37331852
Ireland,IRL,2009,72.58314238
Ireland,IRL,2010,69.6434705
Ireland,IRL,2011,67.84302654
Ireland,IRL,2012,67.57265604
Ireland,IRL,2013,66.58889774
Ireland,IRL,2014,66.05877199
Israel,ISR,1995,67.38967829
Israel,ISR,1996,69.02164554
Israel,ISR,1997,68.04940161
Israel,ISR,1998,64.18169675
Israel,ISR,1999,64.2508035
Israel,ISR,2000,62.56394689
Israel,ISR,2001,62.01053733
Israel,ISR,2002,63.24188659
Israel,ISR,2003,61.69277257
Israel,ISR,2004,60.89523476
Israel,ISR,2005,59.29198037
Israel,ISR,2006,63.7235862
Israel,ISR,2007,61.89382928
Israel,ISR,2008,61.00403477
Israel,ISR,2009,61.14689564
Israel,ISR,2010,62.69257664
Israel,ISR,2011,62.45988006
Israel,ISR,2012,62.90646162
Israel,ISR,2013,61.53805622
Israel,ISR,2014,60.85435871
Italy,ITA,1995,70.76467559
Italy,ITA,1996,70.67874509
Italy,ITA,1997,70.75164803
Italy,ITA,1998,70.18687122
Italy,ITA,1999,70.57508273
Italy,ITA,2000,72.08569885
Italy,ITA,2001,73.62270451
Italy,ITA,2002,73.83872569
Italy,ITA,2003,74.28493527
Italy,ITA,2004,75.5183452
Italy,ITA,2005,76.30749551
Italy,ITA,2006,76.47110493
Italy,ITA,2007,76.49233788
Italy,ITA,2008,76.93866299
Italy,ITA,2009,76.99145507
Italy,ITA,2010,77.0354699
Italy,ITA,2011,75.13947001
Italy,ITA,2012,75.34011676
Italy,ITA,2013,75.59060434
Italy,ITA,2014,75.61324789
Jamaica,JAM,1995,53.41568362
Jamaica,JAM,1996,60.44595463
Jamaica,JAM,1997,56.18702122
Jamaica,JAM,1998,61.7122348
Jamaica,JAM,1999,53.77603219
Jamaica,JAM,2000,55.43594203
Jamaica,JAM,2001,45.89179603
Jamaica,JAM,2002,57.4029498
Jamaica,JAM,2003,50.5519264
Jamaica,JAM,2004,56.69296603
Jamaica,JAM,2005,48.81257967
Jamaica,JAM,2006,54.72946984
Jamaica,JAM,2007,52.03135301
Jamaica,JAM,2008,53.54394409
Jamaica,JAM,2009,56.1008975
Jamaica,JAM,2010,56.45034969
Jamaica,JAM,2011,53.63500511
Jamaica,JAM,2012,57.86973796
Jamaica,JAM,2013,57.23466129
Jamaica,JAM,2014,52.38394193
Japan,JPN,1995,82.31660757
Japan,JPN,1996,82.31660757
Japan,JPN,1997,81.33041319
Japan,JPN,1998,80.65309359
Japan,JPN,1999,80.49477747
Japan,JPN,2000,80.80996684
Japan,JPN,2001,81.29162429
Japan,JPN,2002,81.05459625
Japan,JPN,2003,80.29583281
Japan,JPN,2004,80.55803704
Japan,JPN,2005,81.37169037
Japan,JPN,2006,80.50196376
Japan,JPN,2007,81.40894434
Japan,JPN,2008,81.34666961
Japan,JPN,2009,81.49595457
Japan,JPN,2010,82.07936215
Japan,JPN,2011,82.58909598
Japan,JPN,2012,82.69500377
Japan,JPN,2013,83.22343728
Japan,JPN,2014,83.58877315
Jordan,JOR,1995,62.92973614
Jordan,JOR,1996,61.07395546
Jordan,JOR,1997,57.04194006
Jordan,JOR,1998,56.94555603
Jordan,JOR,1999,53.32902914
Jordan,JOR,2000,48.01089215
Jordan,JOR,2001,48.33474311
Jordan,JOR,2002,49.69057572
Jordan,JOR,2003,48.62112731
Jordan,JOR,2004,51.83293658
Jordan,JOR,2005,53.59966775
Jordan,JOR,2006,55.5343722
Jordan,JOR,2007,59.84274192
Jordan,JOR,2008,61.8842248
Jordan,JOR,2009,70.16624178
Jordan,JOR,2010,70.34395749
Jordan,JOR,2011,70.42429792
Jordan,JOR,2012,68.8261262
Jordan,JOR,2013,67.37786592
Jordan,JOR,2014,69.67804684
Kazakhstan,KAZ,1995,63.95832922
Kazakhstan,KAZ,1996,63.52633243
Kazakhstan,KAZ,1997,64.26118784
Kazakhstan,KAZ,1998,64.02212623
Kazakhstan,KAZ,1999,52.46907928
Kazakhstan,KAZ,2000,50.94093301
Kazakhstan,KAZ,2001,56.63540225
Kazakhstan,KAZ,2002,53.47785065
Kazakhstan,KAZ,2003,54.50552303
Kazakhstan,KAZ,2004,58.06630298
Kazakhstan,KAZ,2005,61.96175457
Kazakhstan,KAZ,2006,61.87258967
Kazakhstan,KAZ,2007,56.00907006
Kazakhstan,KAZ,2008,62.01269539
Kazakhstan,KAZ,2009,64.1164152
Kazakhstan,KAZ,2010,57.17142041
Kazakhstan,KAZ,2011,56.01511445
Kazakhstan,KAZ,2012,55.80631582
Kazakhstan,KAZ,2013,50.92182729
Kazakhstan,KAZ,2014,54.36032588
Kenya,KEN,1995,46.28755199
Kenya,KEN,1996,40.08750216
Kenya,KEN,1997,38.8462473
Kenya,KEN,1998,44.40415732
Kenya,KEN,1999,39.84549023
Kenya,KEN,2000,46.2704731
Kenya,KEN,2001,44.72508923
Kenya,KEN,2002,42.81640384
Kenya,KEN,2003,43.35487822
Kenya,KEN,2004,41.86077896
Kenya,KEN,2005,42.29146471
Kenya,KEN,2006,38.27661644
Kenya,KEN,2007,39.15831597
Kenya,KEN,2008,35.9860761
Kenya,KEN,2009,39.39047156
Kenya,KEN,2010,35.70299337
Kenya,KEN,2011,50.14946891
Kenya,KEN,2012,60.52122498
Kenya,KEN,2013,60.10167775
Kenya,KEN,2014,61.25328062
Kiribati,KIR,1995,95.50018862
Kiribati,KIR,1996,95.58740334
Kiribati,KIR,1997,96.00030139
Kiribati,KIR,1998,95.1671929
Kiribati,KIR,1999,95.77007452
Kiribati,KIR,2000,93.36364593
Kiribati,KIR,2001,94.32216938
Kiribati,KIR,2002,94.0766292
Kiribati,KIR,2003,94.87176708
Kiribati,KIR,2004,95.19041056
Kiribati,KIR,2005,94.05376372
Kiribati,KIR,2006,85.65640222
Kiribati,KIR,2007,83.46951206
Kiribati,KIR,2008,84.31955552
Kiribati,KIR,2009,84.66645872
Kiribati,KIR,2010,82.9530746
Kiribati,KIR,2011,82.21568931
Kiribati,KIR,2012,80.1327647
Kiribati,KIR,2013,81.0738147
Kiribati,KIR,2014,81.18150665
Kuwait,KWT,1995,82.68432503
Kuwait,KWT,1996,79.44869967
Kuwait,KWT,1997,79.88275664
Kuwait,KWT,1998,78.99599281
Kuwait,KWT,1999,79.41170324
Kuwait,KWT,2000,76.0119232
Kuwait,KWT,2001,81.40819836
Kuwait,KWT,2002,79.83271316
Kuwait,KWT,2003,80.25991844
Kuwait,KWT,2004,79.74815949
Kuwait,KWT,2005,79.83505059
Kuwait,KWT,2006,81.08375216
Kuwait,KWT,2007,78.71536882
Kuwait,KWT,2008,78.27487291
Kuwait,KWT,2009,87.0925981
Kuwait,KWT,2010,84.59326759
Kuwait,KWT,2011,86.20622968
Kuwait,KWT,2012,85.03918442
Kuwait,KWT,2013,84.59384778
Kuwait,KWT,2014,85.93379087
Kyrgyzstan,KGZ,1995,51.22929489
Kyrgyzstan,KGZ,1996,44.23458293
Kyrgyzstan,KGZ,1997,48.94573488
Kyrgyzstan,KGZ,1998,43.16973982
Kyrgyzstan,KGZ,1999,42.19036529
Kyrgyzstan,KGZ,2000,44.27688181
Kyrgyzstan,KGZ,2001,41.14086937
Kyrgyzstan,KGZ,2002,39.54976072
Kyrgyzstan,KGZ,2003,37.89368613
Kyrgyzstan,KGZ,2004,40.82575425
Kyrgyzstan,KGZ,2005,40.8875448
Kyrgyzstan,KGZ,2006,48.66135672
Kyrgyzstan,KGZ,2007,51.35750318
Kyrgyzstan,KGZ,2008,51.52875278
